Lot,Process001_MachineNo,Process002_MachineNo,Process003_MachineNo,Process004_MachineNo,Process005_MachineNo,Process006_MachineNo,Process007_MachineNo,Process008_MachineNo,Process009_MachineNo,Process010_MachineNo,Process011_MachineNo,Process012_MachineNo,Process013_MachineNo,Process014_MachineNo,Process015_MachineNo,Process016_MachineNo,Process017_MachineNo,Process018_MachineNo,Process019_MachineNo,Process020_MachineNo,Process021_MachineNo,Process022_MachineNo,Process023_MachineNo,Process024_MachineNo,Process025_MachineNo,Process026_MachineNo,Process027_MachineNo,Process028_MachineNo,Process029_MachineNo,Process030_MachineNo,Process031_MachineNo,Process032_MachineNo,Process033_MachineNo,Process034_MachineNo,Process035_MachineNo,Process036_MachineNo,Process037_MachineNo,Final,CurrentTotalNum,BadNum,TotalNum
WB2018A00512-A00905,CR-046By20181022_20181028,OV-148By20181022_20181028,SP-007By20181022_20181028,PL-024By20181022_20181028,DR-001By20181022_20181028,EX-002By20181022_20181028,DM-005By20181022_20181028,PL-007By20181022_20181028,ME-005By20181022_20181028,CR-046By20181022_20181028,OV-148By20181022_20181028,SP-007By20181029_20181104,PL-024By20181029_20181104,DR-001By20181029_20181104,,,,,,,,,,,,,,,,,,,,,,,,14,94,0,96
WB2018A00512-A00905,CR-046By20181022_20181028,OV-148By20181022_20181028,SP-007By20181022_20181028,PL-024By20181022_20181028,DR-001By20181022_20181028,EX-002By20181022_20181028,DM-005By20181022_20181028,PL-007By20181022_20181028,ME-005By20181022_20181028,CR-046By20181022_20181028,OV-148By20181022_20181028,SP-007By20181029_20181104,PL-024By20181029_20181104,DR-001By20181029_20181104,EX-015By20181029_20181104,,,,,,,,,,,,,,,,,,,,,,,15,94,0,96
WB2018A00512-A00905,CR-046By20181022_20181028,OV-148By20181022_20181028,SP-007By20181022_20181028,PL-024By20181022_20181028,DR-001By20181022_20181028,EX-002By20181022_20181028,DM-005By20181022_20181028,PL-007By20181022_20181028,ME-005By20181022_20181028,CR-046By20181022_20181028,OV-148By20181022_20181028,SP-007By20181029_20181104,PL-024By20181029_20181104,DR-001By20181029_20181104,EX-015By20181029_20181104,DM-005By20181029_20181104,,,,,,,,,,,,,,,,,,,,,,16,94,0,96
WB2018A00512-A00905,CR-046By20181022_20181028,OV-148By20181022_20181028,SP-007By20181022_20181028,PL-024By20181022_20181028,DR-001By20181022_20181028,EX-002By20181022_20181028,DM-005By20181022_20181028,PL-007By20181022_20181028,ME-005By20181022_20181028,CR-046By20181022_20181028,OV-148By20181022_20181028,SP-007By20181029_20181104,PL-024By20181029_20181104,DR-001By20181029_20181104,EX-015By20181029_20181104,DM-005By20181029_20181104,PL-012By20181029_20181104,,,,,,,,,,,,,,,,,,,,,17,94,0,96
WB2018A00512-A00905,CR-046By20181022_20181028,OV-148By20181022_20181028,SP-007By20181022_20181028,PL-024By20181022_20181028,DR-001By20181022_20181028,EX-002By20181022_20181028,DM-005By20181022_20181028,PL-007By20181022_20181028,ME-005By20181022_20181028,CR-046By20181022_20181028,OV-148By20181022_20181028,SP-007By20181029_20181104,PL-024By20181029_20181104,DR-001By20181029_20181104,EX-015By20181029_20181104,DM-005By20181029_20181104,PL-012By20181029_20181104,DK-003By20181029_20181104,,,,,,,,,,,,,,,,,,,,18,94,0,96
WB2018A00512-A00905,CR-046By20181022_20181028,OV-148By20181022_20181028,SP-007By20181022_20181028,PL-024By20181022_20181028,DR-001By20181022_20181028,EX-002By20181022_20181028,DM-005By20181022_20181028,PL-007By20181022_20181028,ME-005By20181022_20181028,CR-046By20181022_20181028,OV-148By20181022_20181028,SP-007By20181029_20181104,PL-024By20181029_20181104,DR-001By20181029_20181104,EX-015By20181029_20181104,DM-005By20181029_20181104,PL-012By20181029_20181104,DK-003By20181029_20181104,ME-005By20181029_20181104,,,,,,,,,,,,,,,,,,,19,94,0,96
WB2018A00512-A00905,CR-046By20181022_20181028,OV-148By20181022_20181028,SP-007By20181022_20181028,PL-024By20181022_20181028,DR-001By20181022_20181028,EX-002By20181022_20181028,DM-005By20181022_20181028,PL-007By20181022_20181028,ME-005By20181022_20181028,CR-046By20181022_20181028,OV-148By20181022_20181028,SP-007By20181029_20181104,PL-024By20181029_20181104,DR-001By20181029_20181104,EX-015By20181029_20181104,DM-005By20181029_20181104,PL-012By20181029_20181104,DK-003By20181029_20181104,ME-005By20181029_20181104,GP-005By20181029_20181104,,,,,,,,,,,,,,,,,,20,94,0,96
WB2018A00512-A00905,CR-046By20181022_20181028,OV-148By20181022_20181028,SP-007By20181022_20181028,PL-024By20181022_20181028,DR-001By20181022_20181028,EX-002By20181022_20181028,DM-005By20181022_20181028,PL-007By20181022_20181028,ME-005By20181022_20181028,CR-046By20181022_20181028,OV-148By20181022_20181028,SP-007By20181029_20181104,PL-024By20181029_20181104,DR-001By20181029_20181104,EX-015By20181029_20181104,DM-005By20181029_20181104,PL-012By20181029_20181104,DK-003By20181029_20181104,ME-005By20181029_20181104,GP-005By20181029_20181104,PL-016By20181029_20181104,,,,,,,,,,,,,,,,,21,94,8,96
WB2018A00512-A00905,CR-046By20181022_20181028,OV-148By20181022_20181028,SP-007By20181022_20181028,PL-024By20181022_20181028,DR-001By20181022_20181028,EX-002By20181022_20181028,DM-005By20181022_20181028,PL-007By20181022_20181028,ME-005By20181022_20181028,CR-046By20181022_20181028,OV-148By20181022_20181028,SP-007By20181029_20181104,PL-024By20181029_20181104,DR-001By20181029_20181104,EX-015By20181029_20181104,DM-005By20181029_20181104,PL-012By20181029_20181104,DK-003By20181029_20181104,ME-005By20181029_20181104,GP-005By20181029_20181104,PL-016By20181029_20181104,LS-055By20181105_20181111,,,,,,,,,,,,,,,,22,86,0,96
WB2018A00512-A00905,CR-046By20181022_20181028,OV-148By20181022_20181028,SP-007By20181022_20181028,PL-024By20181022_20181028,DR-001By20181022_20181028,EX-002By20181022_20181028,DM-005By20181022_20181028,PL-007By20181022_20181028,ME-005By20181022_20181028,CR-046By20181022_20181028,OV-148By20181022_20181028,SP-007By20181029_20181104,PL-024By20181029_20181104,DR-001By20181029_20181104,EX-015By20181029_20181104,DM-005By20181029_20181104,PL-012By20181029_20181104,DK-003By20181029_20181104,ME-005By20181029_20181104,GP-005By20181029_20181104,PL-016By20181029_20181104,LS-055By20181105_20181111,TM-081By20181105_20181111,,,,,,,,,,,,,,,23,86,0,96
WB2018A00512-A00905,CR-046By20181022_20181028,OV-148By20181022_20181028,SP-007By20181022_20181028,PL-024By20181022_20181028,DR-001By20181022_20181028,EX-002By20181022_20181028,DM-005By20181022_20181028,PL-007By20181022_20181028,ME-005By20181022_20181028,CR-046By20181022_20181028,OV-148By20181022_20181028,SP-007By20181029_20181104,PL-024By20181029_20181104,DR-001By20181029_20181104,EX-015By20181029_20181104,DM-005By20181029_20181104,PL-012By20181029_20181104,DK-003By20181029_20181104,ME-005By20181029_20181104,GP-005By20181029_20181104,PL-016By20181029_20181104,LS-055By20181105_20181111,TM-081By20181105_20181111,CR-049By20181105_20181111,,,,,,,,,,,,,,24,86,0,96
WB2018A00512-A00905,CR-046By20181022_20181028,OV-148By20181022_20181028,SP-007By20181022_20181028,PL-024By20181022_20181028,DR-001By20181022_20181028,EX-002By20181022_20181028,DM-005By20181022_20181028,PL-007By20181022_20181028,ME-005By20181022_20181028,CR-046By20181022_20181028,OV-148By20181022_20181028,SP-007By20181029_20181104,PL-024By20181029_20181104,DR-001By20181029_20181104,EX-015By20181029_20181104,DM-005By20181029_20181104,PL-012By20181029_20181104,DK-003By20181029_20181104,ME-005By20181029_20181104,GP-005By20181029_20181104,PL-016By20181029_20181104,LS-055By20181105_20181111,TM-081By20181105_20181111,CR-049By20181105_20181111,SW-028By20181105_20181111,,,,,,,,,,,,,-1,86,0,96
WB2018A00532-B00846,CR-051By20181022_20181028,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,485568,0,485568
WB2018A00532-B00846,CR-051By20181022_20181028,SP-005By20181022_20181028,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,485568,0,485568
WB2018A00532-B00846,CR-051By20181022_20181028,SP-005By20181022_20181028,PL-024By20181022_20181028,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,485568,0,485568
WB2018A00532-B00846,CR-051By20181022_20181028,SP-005By20181022_20181028,PL-024By20181022_20181028,DR-005By20181022_20181028,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,485568,0,485568
WB2018A00532-B00846,CR-051By20181022_20181028,SP-005By20181022_20181028,PL-024By20181022_20181028,DR-005By20181022_20181028,EX-018By20181022_20181028,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,485568,0,485568
WB2018A00532-B00846,CR-051By20181022_20181028,SP-005By20181022_20181028,PL-024By20181022_20181028,DR-005By20181022_20181028,EX-018By20181022_20181028,DM-005By20181022_20181028,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,485568,0,485568
WB2018A00532-B00846,CR-051By20181022_20181028,SP-005By20181022_20181028,PL-024By20181022_20181028,DR-005By20181022_20181028,EX-018By20181022_20181028,DM-005By20181022_20181028,PL-006By20181029_20181104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,485568,0,485568
WB2018A00532-B00846,CR-051By20181022_20181028,SP-005By20181022_20181028,PL-024By20181022_20181028,DR-005By20181022_20181028,EX-018By20181022_20181028,DM-005By20181022_20181028,PL-006By20181029_20181104,DR-001By20181029_20181104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,485568,0,485568
WB2018A00532-B00846,CR-051By20181022_20181028,SP-005By20181022_20181028,PL-024By20181022_20181028,DR-005By20181022_20181028,EX-018By20181022_20181028,DM-005By20181022_20181028,PL-006By20181029_20181104,DR-001By20181029_20181104,EX-016By20181029_20181104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,485568,0,485568
WB2018A00532-B00846,CR-051By20181022_20181028,SP-005By20181022_20181028,PL-024By20181022_20181028,DR-005By20181022_20181028,EX-018By20181022_20181028,DM-005By20181022_20181028,PL-006By20181029_20181104,DR-001By20181029_20181104,EX-016By20181029_20181104,DM-005By20181029_20181104,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,485568,0,485568
WB2018A00532-B00846,CR-051By20181022_20181028,SP-005By20181022_20181028,PL-024By20181022_20181028,DR-005By20181022_20181028,EX-018By20181022_20181028,DM-005By20181022_20181028,PL-006By20181029_20181104,DR-001By20181029_20181104,EX-016By20181029_20181104,DM-005By20181029_20181104,GP-005By20181029_20181104,,,,,,,,,,,,,,,,,,,,,,,,,,,11,485568,0,485568
WB2018A00532-B00846,CR-051By20181022_20181028,SP-005By20181022_20181028,PL-024By20181022_20181028,DR-005By20181022_20181028,EX-018By20181022_20181028,DM-005By20181022_20181028,PL-006By20181029_20181104,DR-001By20181029_20181104,EX-016By20181029_20181104,DM-005By20181029_20181104,GP-005By20181029_20181104,PL-010By20181029_20181104,,,,,,,,,,,,,,,,,,,,,,,,,,12,485568,0,485568
WB2018A00532-B00846,CR-051By20181022_20181028,SP-005By20181022_20181028,PL-024By20181022_20181028,DR-005By20181022_20181028,EX-018By20181022_20181028,DM-005By20181022_20181028,PL-006By20181029_20181104,DR-001By20181029_20181104,EX-016By20181029_20181104,DM-005By20181029_20181104,GP-005By20181029_20181104,PL-010By20181029_20181104,ME-005By20181029_20181104,,,,,,,,,,,,,,,,,,,,,,,,,13,485568,0,485568
WB2018A00532-B00846,CR-051By20181022_20181028,SP-005By20181022_20181028,PL-024By20181022_20181028,DR-005By20181022_20181028,EX-018By20181022_20181028,DM-005By20181022_20181028,PL-006By20181029_20181104,DR-001By20181029_20181104,EX-016By20181029_20181104,DM-005By20181029_20181104,GP-005By20181029_20181104,PL-010By20181029_20181104,ME-005By20181029_20181104,DR-001By20181029_20181104,,,,,,,,,,,,,,,,,,,,,,,,14,485568,0,485568
WB2018A00532-B00846,CR-051By20181022_20181028,SP-005By20181022_20181028,PL-024By20181022_20181028,DR-005By20181022_20181028,EX-018By20181022_20181028,DM-005By20181022_20181028,PL-006By20181029_20181104,DR-001By20181029_20181104,EX-016By20181029_20181104,DM-005By20181029_20181104,GP-005By20181029_20181104,PL-010By20181029_20181104,ME-005By20181029_20181104,DR-001By20181029_20181104,GP-005By20181029_20181104,,,,,,,,,,,,,,,,,,,,,,,15,485568,0,485568
WB2018A00532-B00846,CR-051By20181022_20181028,SP-005By20181022_20181028,PL-024By20181022_20181028,DR-005By20181022_20181028,EX-018By20181022_20181028,DM-005By20181022_20181028,PL-006By20181029_20181104,DR-001By20181029_20181104,EX-016By20181029_20181104,DM-005By20181029_20181104,GP-005By20181029_20181104,PL-010By20181029_20181104,ME-005By20181029_20181104,DR-001By20181029_20181104,GP-005By20181029_20181104,PL-018By20181029_20181104,,,,,,,,,,,,,,,,,,,,,,16,485568,0,485568
WB2018A00532-B00846,CR-051By20181022_20181028,SP-005By20181022_20181028,PL-024By20181022_20181028,DR-005By20181022_20181028,EX-018By20181022_20181028,DM-005By20181022_20181028,PL-006By20181029_20181104,DR-001By20181029_20181104,EX-016By20181029_20181104,DM-005By20181029_20181104,GP-005By20181029_20181104,PL-010By20181029_20181104,ME-005By20181029_20181104,DR-001By20181029_20181104,GP-005By20181029_20181104,PL-018By20181029_20181104,CR-049By20181029_20181104,,,,,,,,,,,,,,,,,,,,,17,485568,0,485568
WB2018A00532-B00846,CR-051By20181022_20181028,SP-005By20181022_20181028,PL-024By20181022_20181028,DR-005By20181022_20181028,EX-018By20181022_20181028,DM-005By20181022_20181028,PL-006By20181029_20181104,DR-001By20181029_20181104,EX-016By20181029_20181104,DM-005By20181029_20181104,GP-005By20181029_20181104,PL-010By20181029_20181104,ME-005By20181029_20181104,DR-001By20181029_20181104,GP-005By20181029_20181104,PL-018By20181029_20181104,CR-049By20181029_20181104,SB-001By20181029_20181104,,,,,,,,,,,,,,,,,,,,18,485568,1686,485568
WB2018A00532-B00846,CR-051By20181022_20181028,SP-005By20181022_20181028,PL-024By20181022_20181028,DR-005By20181022_20181028,EX-018By20181022_20181028,DM-005By20181022_20181028,PL-006By20181029_20181104,DR-001By20181029_20181104,EX-016By20181029_20181104,DM-005By20181029_20181104,GP-005By20181029_20181104,PL-010By20181029_20181104,ME-005By20181029_20181104,DR-001By20181029_20181104,GP-005By20181029_20181104,PL-018By20181029_20181104,CR-049By20181029_20181104,SB-001By20181029_20181104,RF-028By20181029_20181104,,,,,,,,,,,,,,,,,,,19,483882,0,485568
WB2018A00532-B00846,CR-051By20181022_20181028,SP-005By20181022_20181028,PL-024By20181022_20181028,DR-005By20181022_20181028,EX-018By20181022_20181028,DM-005By20181022_20181028,PL-006By20181029_20181104,DR-001By20181029_20181104,EX-016By20181029_20181104,DM-005By20181029_20181104,GP-005By20181029_20181104,PL-010By20181029_20181104,ME-005By20181029_20181104,DR-001By20181029_20181104,GP-005By20181029_20181104,PL-018By20181029_20181104,CR-049By20181029_20181104,SB-001By20181029_20181104,RF-028By20181029_20181104,LK-004By20181029_20181104,,,,,,,,,,,,,,,,,,20,483882,0,485568
WB2018A00532-B00846,CR-051By20181022_20181028,SP-005By20181022_20181028,PL-024By20181022_20181028,DR-005By20181022_20181028,EX-018By20181022_20181028,DM-005By20181022_20181028,PL-006By20181029_20181104,DR-001By20181029_20181104,EX-016By20181029_20181104,DM-005By20181029_20181104,GP-005By20181029_20181104,PL-010By20181029_20181104,ME-005By20181029_20181104,DR-001By20181029_20181104,GP-005By20181029_20181104,PL-018By20181029_20181104,CR-049By20181029_20181104,SB-001By20181029_20181104,RF-028By20181029_20181104,LK-004By20181029_20181104,LS-044By20181105_20181111,,,,,,,,,,,,,,,,,21,483882,0,485568
WB2018A00532-B00846,CR-051By20181022_20181028,SP-005By20181022_20181028,PL-024By20181022_20181028,DR-005By20181022_20181028,EX-018By20181022_20181028,DM-005By20181022_20181028,PL-006By20181029_20181104,DR-001By20181029_20181104,EX-016By20181029_20181104,DM-005By20181029_20181104,GP-005By20181029_20181104,PL-010By20181029_20181104,ME-005By20181029_20181104,DR-001By20181029_20181104,GP-005By20181029_20181104,PL-018By20181029_20181104,CR-049By20181029_20181104,SB-001By20181029_20181104,RF-028By20181029_20181104,LK-004By20181029_20181104,LS-044By20181105_20181111,LS-054By20181105_20181111,,,,,,,,,,,,,,,,22,483882,0,485568
WB2018A00532-B00846,CR-051By20181022_20181028,SP-005By20181022_20181028,PL-024By20181022_20181028,DR-005By20181022_20181028,EX-018By20181022_20181028,DM-005By20181022_20181028,PL-006By20181029_20181104,DR-001By20181029_20181104,EX-016By20181029_20181104,DM-005By20181029_20181104,GP-005By20181029_20181104,PL-010By20181029_20181104,ME-005By20181029_20181104,DR-001By20181029_20181104,GP-005By20181029_20181104,PL-018By20181029_20181104,CR-049By20181029_20181104,SB-001By20181029_20181104,RF-028By20181029_20181104,LK-004By20181029_20181104,LS-044By20181105_20181111,LS-054By20181105_20181111,IS-010By20181105_20181111,,,,,,,,,,,,,,,23,483882,0,485568
WB2018A00532-B00846,CR-051By20181022_20181028,SP-005By20181022_20181028,PL-024By20181022_20181028,DR-005By20181022_20181028,EX-018By20181022_20181028,DM-005By20181022_20181028,PL-006By20181029_20181104,DR-001By20181029_20181104,EX-016By20181029_20181104,DM-005By20181029_20181104,GP-005By20181029_20181104,PL-010By20181029_20181104,ME-005By20181029_20181104,DR-001By20181029_20181104,GP-005By20181029_20181104,PL-018By20181029_20181104,CR-049By20181029_20181104,SB-001By20181029_20181104,RF-028By20181029_20181104,LK-004By20181029_20181104,LS-044By20181105_20181111,LS-054By20181105_20181111,IS-010By20181105_20181111,IS-009By20181105_20181111,,,,,,,,,,,,,,24,483882,0,485568
WB2018A00532-B00846,CR-051By20181022_20181028,SP-005By20181022_20181028,PL-024By20181022_20181028,DR-005By20181022_20181028,EX-018By20181022_20181028,DM-005By20181022_20181028,PL-006By20181029_20181104,DR-001By20181029_20181104,EX-016By20181029_20181104,DM-005By20181029_20181104,GP-005By20181029_20181104,PL-010By20181029_20181104,ME-005By20181029_20181104,DR-001By20181029_20181104,GP-005By20181029_20181104,PL-018By20181029_20181104,CR-049By20181029_20181104,SB-001By20181029_20181104,RF-028By20181029_20181104,LK-004By20181029_20181104,LS-044By20181105_20181111,LS-054By20181105_20181111,IS-010By20181105_20181111,IS-009By20181105_20181111,IS-010By20181105_20181111,,,,,,,,,,,,,25,483882,0,485568
WB2018A00532-B00846,CR-051By20181022_20181028,SP-005By20181022_20181028,PL-024By20181022_20181028,DR-005By20181022_20181028,EX-018By20181022_20181028,DM-005By20181022_20181028,PL-006By20181029_20181104,DR-001By20181029_20181104,EX-016By20181029_20181104,DM-005By20181029_20181104,GP-005By20181029_20181104,PL-010By20181029_20181104,ME-005By20181029_20181104,DR-001By20181029_20181104,GP-005By20181029_20181104,PL-018By20181029_20181104,CR-049By20181029_20181104,SB-001By20181029_20181104,RF-028By20181029_20181104,LK-004By20181029_20181104,LS-044By20181105_20181111,LS-054By20181105_20181111,IS-010By20181105_20181111,IS-009By20181105_20181111,IS-010By20181105_20181111,FT-088By20181105_20181111,,,,,,,,,,,,26,483882,96,485568
WB2018A00532-B00846,CR-051By20181022_20181028,SP-005By20181022_20181028,PL-024By20181022_20181028,DR-005By20181022_20181028,EX-018By20181022_20181028,DM-005By20181022_20181028,PL-006By20181029_20181104,DR-001By20181029_20181104,EX-016By20181029_20181104,DM-005By20181029_20181104,GP-005By20181029_20181104,PL-010By20181029_20181104,ME-005By20181029_20181104,DR-001By20181029_20181104,GP-005By20181029_20181104,PL-018By20181029_20181104,CR-049By20181029_20181104,SB-001By20181029_20181104,RF-028By20181029_20181104,LK-004By20181029_20181104,LS-044By20181105_20181111,LS-054By20181105_20181111,IS-010By20181105_20181111,IS-009By20181105_20181111,IS-010By20181105_20181111,FT-088By20181105_20181111,GA-596By20181105_20181111,,,,,,,,,,,27,483786,1686,485568
WB2018A00532-B00846,CR-051By20181022_20181028,SP-005By20181022_20181028,PL-024By20181022_20181028,DR-005By20181022_20181028,EX-018By20181022_20181028,DM-005By20181022_20181028,PL-006By20181029_20181104,DR-001By20181029_20181104,EX-016By20181029_20181104,DM-005By20181029_20181104,GP-005By20181029_20181104,PL-010By20181029_20181104,ME-005By20181029_20181104,DR-001By20181029_20181104,GP-005By20181029_20181104,PL-018By20181029_20181104,CR-049By20181029_20181104,SB-001By20181029_20181104,RF-028By20181029_20181104,LK-004By20181029_20181104,LS-044By20181105_20181111,LS-054By20181105_20181111,IS-010By20181105_20181111,IS-009By20181105_20181111,IS-010By20181105_20181111,FT-088By20181105_20181111,GA-596By20181105_20181111,MS-031By20181105_20181111,,,,,,,,,,28,482100,0,485568
WB2018A00532-B00846,CR-051By20181022_20181028,SP-005By20181022_20181028,PL-024By20181022_20181028,DR-005By20181022_20181028,EX-018By20181022_20181028,DM-005By20181022_20181028,PL-006By20181029_20181104,DR-001By20181029_20181104,EX-016By20181029_20181104,DM-005By20181029_20181104,GP-005By20181029_20181104,PL-010By20181029_20181104,ME-005By20181029_20181104,DR-001By20181029_20181104,GP-005By20181029_20181104,PL-018By20181029_20181104,CR-049By20181029_20181104,SB-001By20181029_20181104,RF-028By20181029_20181104,LK-004By20181029_20181104,LS-044By20181105_20181111,LS-054By20181105_20181111,IS-010By20181105_20181111,IS-009By20181105_20181111,IS-010By20181105_20181111,FT-088By20181105_20181111,GA-596By20181105_20181111,MS-031By20181105_20181111,MS-032By20181105_20181111,,,,,,,,,29,482100,18017,485568
WB2018A00532-B00846,CR-051By20181022_20181028,SP-005By20181022_20181028,PL-024By20181022_20181028,DR-005By20181022_20181028,EX-018By20181022_20181028,DM-005By20181022_20181028,PL-006By20181029_20181104,DR-001By20181029_20181104,EX-016By20181029_20181104,DM-005By20181029_20181104,GP-005By20181029_20181104,PL-010By20181029_20181104,ME-005By20181029_20181104,DR-001By20181029_20181104,GP-005By20181029_20181104,PL-018By20181029_20181104,CR-049By20181029_20181104,SB-001By20181029_20181104,RF-028By20181029_20181104,LK-004By20181029_20181104,LS-044By20181105_20181111,LS-054By20181105_20181111,IS-010By20181105_20181111,IS-009By20181105_20181111,IS-010By20181105_20181111,FT-088By20181105_20181111,GA-596By20181105_20181111,MS-031By20181105_20181111,MS-032By20181105_20181111,MK-010By20181105_20181111,,,,,,,,-1,464083,10905,485568
WB2018A00458-C00034,DK-011By20181022_20181028,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,96,0,96
WB2018A00458-C00034,DK-011By20181022_20181028,PL-018By20181022_20181028,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,96,35,96
WB2018A00658-A00976,PT-118By20181029_20181104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,120,0,120
WB2018A00658-A00976,PT-118By20181029_20181104,OV-141By20181029_20181104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,120,0,120
WB2018A00658-A00976,PT-118By20181029_20181104,OV-141By20181029_20181104,PT-118By20181105_20181111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,120,0,120
WB2018A00658-A00976,PT-118By20181029_20181104,OV-141By20181029_20181104,PT-118By20181105_20181111,OV-141By20181105_20181111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,120,0,120
WB2018A00658-A00976,PT-118By20181029_20181104,OV-141By20181029_20181104,PT-118By20181105_20181111,OV-141By20181105_20181111,MS-021By20181105_20181111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,120,0,120
WB2018A00658-A00976,PT-118By20181029_20181104,OV-141By20181029_20181104,PT-118By20181105_20181111,OV-141By20181105_20181111,MS-021By20181105_20181111,LS-025By20181105_20181111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,120,0,120
WB2018A00658-A00976,PT-118By20181029_20181104,OV-141By20181029_20181104,PT-118By20181105_20181111,OV-141By20181105_20181111,MS-021By20181105_20181111,LS-025By20181105_20181111,LS-052By20181105_20181111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,120,0,120
WB2018A00658-A00976,PT-118By20181029_20181104,OV-141By20181029_20181104,PT-118By20181105_20181111,OV-141By20181105_20181111,MS-021By20181105_20181111,LS-025By20181105_20181111,LS-052By20181105_20181111,IS-005By20181105_20181111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,120,1,120
WB2018A00658-A00976,PT-118By20181029_20181104,OV-141By20181029_20181104,PT-118By20181105_20181111,OV-141By20181105_20181111,MS-021By20181105_20181111,LS-025By20181105_20181111,LS-052By20181105_20181111,IS-005By20181105_20181111,GA-597By20181105_20181111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,119,0,120
WB2018A00658-A00976,PT-118By20181029_20181104,OV-141By20181029_20181104,PT-118By20181105_20181111,OV-141By20181105_20181111,MS-021By20181105_20181111,LS-025By20181105_20181111,LS-052By20181105_20181111,IS-005By20181105_20181111,GA-597By20181105_20181111,SM-002By20181105_20181111,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,119,0,120
WB2018A00658-A00976,PT-118By20181029_20181104,OV-141By20181029_20181104,PT-118By20181105_20181111,OV-141By20181105_20181111,MS-021By20181105_20181111,LS-025By20181105_20181111,LS-052By20181105_20181111,IS-005By20181105_20181111,GA-597By20181105_20181111,SM-002By20181105_20181111,MS-020By20181105_20181111,,,,,,,,,,,,,,,,,,,,,,,,,,,11,119,1,120
WB2018A00658-A00976,PT-118By20181029_20181104,OV-141By20181029_20181104,PT-118By20181105_20181111,OV-141By20181105_20181111,MS-021By20181105_20181111,LS-025By20181105_20181111,LS-052By20181105_20181111,IS-005By20181105_20181111,GA-597By20181105_20181111,SM-002By20181105_20181111,MS-020By20181105_20181111,MK-011By20181105_20181111,,,,,,,,,,,,,,,,,,,,,,,,,,12,118,0,120
WB2018A00658-A00976,PT-118By20181029_20181104,OV-141By20181029_20181104,PT-118By20181105_20181111,OV-141By20181105_20181111,MS-021By20181105_20181111,LS-025By20181105_20181111,LS-052By20181105_20181111,IS-005By20181105_20181111,GA-597By20181105_20181111,SM-002By20181105_20181111,MS-020By20181105_20181111,MK-011By20181105_20181111,CR-025By20181105_20181111,,,,,,,,,,,,,,,,,,,,,,,,,13,118,0,120
WB2018A00658-A00976,PT-118By20181029_20181104,OV-141By20181029_20181104,PT-118By20181105_20181111,OV-141By20181105_20181111,MS-021By20181105_20181111,LS-025By20181105_20181111,LS-052By20181105_20181111,IS-005By20181105_20181111,GA-597By20181105_20181111,SM-002By20181105_20181111,MS-020By20181105_20181111,MK-011By20181105_20181111,CR-025By20181105_20181111,PK-011By20181105_20181111,,,,,,,,,,,,,,,,,,,,,,,,-1,118,0,120
WB2018A00458-C00039,DK-011By20181022_20181028,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,96,0,96
WB2018A00458-C00039,DK-011By20181022_20181028,PL-018By20181022_20181028,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,96,38,96
WB2018A00544-A00136,CR-046By20181022_20181028,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,96,0,96
WB2018A00544-A00136,CR-046By20181022_20181028,OV-148By20181022_20181028,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,96,0,96
WB2018A00544-A00136,CR-046By20181022_20181028,OV-148By20181022_20181028,SP-007By20181022_20181028,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,96,0,96
WB2018A00544-A00136,CR-046By20181022_20181028,OV-148By20181022_20181028,SP-007By20181022_20181028,PL-024By20181022_20181028,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,96,0,96
