Lot,Process001_MachineNo,Process002_MachineNo,Process003_MachineNo,Process004_MachineNo,Process005_MachineNo,Process006_MachineNo,Process007_MachineNo,Process008_MachineNo,Process009_MachineNo,Process010_MachineNo,Process011_MachineNo,Process012_MachineNo,Process013_MachineNo,Process014_MachineNo,Process015_MachineNo,Process016_MachineNo,Process017_MachineNo,Process018_MachineNo,Process019_MachineNo,Process020_MachineNo,Process021_MachineNo,Process022_MachineNo,Process023_MachineNo,Process024_MachineNo,Process025_MachineNo,Process026_MachineNo,Process027_MachineNo,Process028_MachineNo,Process029_MachineNo,Process030_MachineNo,Process031_MachineNo,Process032_MachineNo,Process033_MachineNo,Process034_MachineNo,Process035_MachineNo,Process036_MachineNo,Process037_MachineNo,Final,CurrentTotalNum,BadNum,TotalNum
WB2018A00677-A00825,CR-022,OV-058,SP-005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,96768,0,96768
WB2018A00677-A00825,CR-022,OV-058,SP-005,PL-024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,96768,0,96768
WB2018A00677-A00825,CR-022,OV-058,SP-005,PL-024,DR-001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,96768,0,96768
WB2018A00677-A00825,CR-022,OV-058,SP-005,PL-024,DR-001,EX-017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,96768,0,96768
WB2018A00677-A00825,CR-022,OV-058,SP-005,PL-024,DR-001,EX-017,DM-005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,96768,0,96768
WB2018A00677-A00825,CR-022,OV-058,SP-005,PL-024,DR-001,EX-017,DM-005,PL-011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,96768,0,96768
WB2018A00677-A00825,CR-022,OV-058,SP-005,PL-024,DR-001,EX-017,DM-005,PL-011,GP-005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,96768,0,96768
WB2018A00677-A00825,CR-022,OV-058,SP-005,PL-024,DR-001,EX-017,DM-005,PL-011,GP-005,ME-005,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,96768,0,96768
WB2018A00677-A00825,CR-022,OV-058,SP-005,PL-024,DR-001,EX-017,DM-005,PL-011,GP-005,ME-005,SB-001,,,,,,,,,,,,,,,,,,,,,,,,,,,11,96768,0,96768
WB2018A00677-A00825,CR-022,OV-058,SP-005,PL-024,DR-001,EX-017,DM-005,PL-011,GP-005,ME-005,SB-001,PL-018,,,,,,,,,,,,,,,,,,,,,,,,,,12,96768,0,96768
WB2018A00677-A00825,CR-022,OV-058,SP-005,PL-024,DR-001,EX-017,DM-005,PL-011,GP-005,ME-005,SB-001,PL-018,LS-055,,,,,,,,,,,,,,,,,,,,,,,,,13,96768,0,96768
WB2018A00677-A00825,CR-022,OV-058,SP-005,PL-024,DR-001,EX-017,DM-005,PL-011,GP-005,ME-005,SB-001,PL-018,LS-055,LS-061,,,,,,,,,,,,,,,,,,,,,,,,14,96768,0,96768
WB2018A00677-A00825,CR-022,OV-058,SP-005,PL-024,DR-001,EX-017,DM-005,PL-011,GP-005,ME-005,SB-001,PL-018,LS-055,LS-061,GA-593,,,,,,,,,,,,,,,,,,,,,,,15,96768,0,96768
WB2018A00677-A00825,CR-022,OV-058,SP-005,PL-024,DR-001,EX-017,DM-005,PL-011,GP-005,ME-005,SB-001,PL-018,LS-055,LS-061,GA-593,FT-091,,,,,,,,,,,,,,,,,,,,,,16,96768,541,96768
WB2018A00677-A00825,CR-022,OV-058,SP-005,PL-024,DR-001,EX-017,DM-005,PL-011,GP-005,ME-005,SB-001,PL-018,LS-055,LS-061,GA-593,FT-091,CR-049,,,,,,,,,,,,,,,,,,,,,17,96227,0,96768
WB2018A00677-A00825,CR-022,OV-058,SP-005,PL-024,DR-001,EX-017,DM-005,PL-011,GP-005,ME-005,SB-001,PL-018,LS-055,LS-061,GA-593,FT-091,CR-049,MS-026,,,,,,,,,,,,,,,,,,,,18,96227,5814,96768
WB2018A00677-A00825,CR-022,OV-058,SP-005,PL-024,DR-001,EX-017,DM-005,PL-011,GP-005,ME-005,SB-001,PL-018,LS-055,LS-061,GA-593,FT-091,CR-049,MS-026,LS-067,,,,,,,,,,,,,,,,,,,-1,90413,0,96768
WB2018A00387-A00517,ME-004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,75264,1568,75264
WB2018A00387-A00517,ME-004,SP-005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,73696,0,75264
WB2018A00387-A00517,ME-004,SP-005,PL-024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,73696,0,75264
WB2018A00387-A00517,ME-004,SP-005,PL-024,DR-005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,73696,0,75264
WB2018A00387-A00517,ME-004,SP-005,PL-024,DR-005,EX-018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,73696,0,75264
WB2018A00387-A00517,ME-004,SP-005,PL-024,DR-005,EX-018,DM-005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,73696,0,75264
WB2018A00387-A00517,ME-004,SP-005,PL-024,DR-005,EX-018,DM-005,PL-002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,73696,0,75264
WB2018A00387-A00517,ME-004,SP-005,PL-024,DR-005,EX-018,DM-005,PL-002,GP-005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,73696,0,75264
WB2018A00387-A00517,ME-004,SP-005,PL-024,DR-005,EX-018,DM-005,PL-002,GP-005,PL-001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,73696,0,75264
WB2018A00387-A00517,ME-004,SP-005,PL-024,DR-005,EX-018,DM-005,PL-002,GP-005,PL-001,ME-005,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,73696,0,75264
WB2018A00387-A00517,ME-004,SP-005,PL-024,DR-005,EX-018,DM-005,PL-002,GP-005,PL-001,ME-005,LU-043,,,,,,,,,,,,,,,,,,,,,,,,,,,11,73696,0,75264
WB2018A00387-A00517,ME-004,SP-005,PL-024,DR-005,EX-018,DM-005,PL-002,GP-005,PL-001,ME-005,LU-043,LS-033,,,,,,,,,,,,,,,,,,,,,,,,,,12,73696,0,75264
WB2018A00387-A00517,ME-004,SP-005,PL-024,DR-005,EX-018,DM-005,PL-002,GP-005,PL-001,ME-005,LU-043,LS-033,IS-010,,,,,,,,,,,,,,,,,,,,,,,,,13,73696,0,75264
WB2018A00387-A00517,ME-004,SP-005,PL-024,DR-005,EX-018,DM-005,PL-002,GP-005,PL-001,ME-005,LU-043,LS-033,IS-010,CR-049,,,,,,,,,,,,,,,,,,,,,,,,14,73696,0,75264
WB2018A00387-A00517,ME-004,SP-005,PL-024,DR-005,EX-018,DM-005,PL-002,GP-005,PL-001,ME-005,LU-043,LS-033,IS-010,CR-049,FT-081,,,,,,,,,,,,,,,,,,,,,,,15,73696,399,75264
WB2018A00387-A00517,ME-004,SP-005,PL-024,DR-005,EX-018,DM-005,PL-002,GP-005,PL-001,ME-005,LU-043,LS-033,IS-010,CR-049,FT-081,GA-558,,,,,,,,,,,,,,,,,,,,,,16,73297,804,75264
WB2018A00387-A00517,ME-004,SP-005,PL-024,DR-005,EX-018,DM-005,PL-002,GP-005,PL-001,ME-005,LU-043,LS-033,IS-010,CR-049,FT-081,GA-558,MS-017,,,,,,,,,,,,,,,,,,,,,17,72493,0,75264
WB2018A00387-A00517,ME-004,SP-005,PL-024,DR-005,EX-018,DM-005,PL-002,GP-005,PL-001,ME-005,LU-043,LS-033,IS-010,CR-049,FT-081,GA-558,MS-017,MS-019,,,,,,,,,,,,,,,,,,,,18,72493,2681,75264
WB2018A00387-A00517,ME-004,SP-005,PL-024,DR-005,EX-018,DM-005,PL-002,GP-005,PL-001,ME-005,LU-043,LS-033,IS-010,CR-049,FT-081,GA-558,MS-017,MS-019,MK-027,,,,,,,,,,,,,,,,,,,-1,69812,0,75264
WB2018A00573-C00008,GP-008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,500,0,500
WB2018A00573-C00008,GP-008,DR-001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,500,0,500
WB2018A00573-C00008,GP-008,DR-001,EX-007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,500,0,500
WB2018A00573-C00008,GP-008,DR-001,EX-007,DM-005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,500,0,500
WB2018A00573-C00008,GP-008,DR-001,EX-007,DM-005,VE-001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,500,0,500
WB2018A00573-C00008,GP-008,DR-001,EX-007,DM-005,VE-001,HM-010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,500,0,500
WB2018A00573-C00008,GP-008,DR-001,EX-007,DM-005,VE-001,HM-010,GP-005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,500,0,500
WB2018A00573-C00008,GP-008,DR-001,EX-007,DM-005,VE-001,HM-010,GP-005,ES-001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,500,125,500
WB2018A00514-C00251,LS-020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3840,0,3840
WB2018A00514-C00251,LS-020,PT-106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3840,0,3840
WB2018A00514-C00251,LS-020,PT-106,FN-007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3840,0,3840
WB2018A00514-C00251,LS-020,PT-106,FN-007,PT-106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3840,0,3840
WB2018A00514-C00251,LS-020,PT-106,FN-007,PT-106,FN-010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,3840,0,3840
WB2018A00514-C00251,LS-020,PT-106,FN-007,PT-106,FN-010,PT-106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,3840,0,3840
WB2018A00514-C00251,LS-020,PT-106,FN-007,PT-106,FN-010,PT-106,FN-010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,3840,0,3840
WB2018A00514-C00251,LS-020,PT-106,FN-007,PT-106,FN-010,PT-106,FN-010,PT-106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,3840,0,3840
WB2018A00514-C00251,LS-020,PT-106,FN-007,PT-106,FN-010,PT-106,FN-010,PT-106,FN-007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,3840,0,3840
WB2018A00514-C00251,LS-020,PT-106,FN-007,PT-106,FN-010,PT-106,FN-010,PT-106,FN-007,MS-021,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,3840,180,3840
WB2018A00612-A00776,CR-022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,96768,0,96768
WB2018A00612-A00776,CR-022,OV-058,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,96768,0,96768
WB2018A00612-A00776,CR-022,OV-058,SP-005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,96768,0,96768
WB2018A00612-A00776,CR-022,OV-058,SP-005,PL-024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,96768,0,96768
WB2018A00612-A00776,CR-022,OV-058,SP-005,PL-024,DR-001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,96768,0,96768
WB2018A00612-A00776,CR-022,OV-058,SP-005,PL-024,DR-001,EX-017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,96768,0,96768
WB2018A00612-A00776,CR-022,OV-058,SP-005,PL-024,DR-001,EX-017,DM-005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,96768,0,96768
WB2018A00612-A00776,CR-022,OV-058,SP-005,PL-024,DR-001,EX-017,DM-005,PL-011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,96768,0,96768
WB2018A00612-A00776,CR-022,OV-058,SP-005,PL-024,DR-001,EX-017,DM-005,PL-011,GP-005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,96768,0,96768
WB2018A00612-A00776,CR-022,OV-058,SP-005,PL-024,DR-001,EX-017,DM-005,PL-011,GP-005,ME-005,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,96768,0,96768
WB2018A00612-A00776,CR-022,OV-058,SP-005,PL-024,DR-001,EX-017,DM-005,PL-011,GP-005,ME-005,SB-001,,,,,,,,,,,,,,,,,,,,,,,,,,,11,96768,0,96768
WB2018A00612-A00776,CR-022,OV-058,SP-005,PL-024,DR-001,EX-017,DM-005,PL-011,GP-005,ME-005,SB-001,PL-023,,,,,,,,,,,,,,,,,,,,,,,,,,12,96768,0,96768
WB2018A00612-A00776,CR-022,OV-058,SP-005,PL-024,DR-001,EX-017,DM-005,PL-011,GP-005,ME-005,SB-001,PL-023,LS-044,,,,,,,,,,,,,,,,,,,,,,,,,13,96768,0,96768
WB2018A00612-A00776,CR-022,OV-058,SP-005,PL-024,DR-001,EX-017,DM-005,PL-011,GP-005,ME-005,SB-001,PL-023,LS-044,LS-022,,,,,,,,,,,,,,,,,,,,,,,,14,96768,0,96768
WB2018A00612-A00776,CR-022,OV-058,SP-005,PL-024,DR-001,EX-017,DM-005,PL-011,GP-005,ME-005,SB-001,PL-023,LS-044,LS-022,GA-593,,,,,,,,,,,,,,,,,,,,,,,15,96768,5040,96768
WB2018A00612-A00776,CR-022,OV-058,SP-005,PL-024,DR-001,EX-017,DM-005,PL-011,GP-005,ME-005,SB-001,PL-023,LS-044,LS-022,GA-593,FT-077,,,,,,,,,,,,,,,,,,,,,,16,91728,4606,96768
WB2018A00612-A00776,CR-022,OV-058,SP-005,PL-024,DR-001,EX-017,DM-005,PL-011,GP-005,ME-005,SB-001,PL-023,LS-044,LS-022,GA-593,FT-077,CR-049,,,,,,,,,,,,,,,,,,,,,17,87122,0,96768
WB2018A00612-A00776,CR-022,OV-058,SP-005,PL-024,DR-001,EX-017,DM-005,PL-011,GP-005,ME-005,SB-001,PL-023,LS-044,LS-022,GA-593,FT-077,CR-049,MS-026,,,,,,,,,,,,,,,,,,,,18,87122,3615,96768
WB2018A00612-A00776,CR-022,OV-058,SP-005,PL-024,DR-001,EX-017,DM-005,PL-011,GP-005,ME-005,SB-001,PL-023,LS-044,LS-022,GA-593,FT-077,CR-049,MS-026,LS-067,,,,,,,,,,,,,,,,,,,-1,83507,0,96768
WB2018A00620-A00155,CR-046,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2016,0,2016
WB2018A00620-A00155,CR-046,OV-148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2016,0,2016
WB2018A00620-A00155,CR-046,OV-148,SP-007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2016,0,2016
WB2018A00620-A00155,CR-046,OV-148,SP-007,PL-024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2016,0,2016
WB2018A00620-A00155,CR-046,OV-148,SP-007,PL-024,DR-006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,2016,0,2016
WB2018A00620-A00155,CR-046,OV-148,SP-007,PL-024,DR-006,EX-015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,2016,0,2016
WB2018A00620-A00155,CR-046,OV-148,SP-007,PL-024,DR-006,EX-015,DM-005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,2016,0,2016
WB2018A00620-A00155,CR-046,OV-148,SP-007,PL-024,DR-006,EX-015,DM-005,PL-017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,2016,42,2016
WB2018A00620-A00155,CR-046,OV-148,SP-007,PL-024,DR-006,EX-015,DM-005,PL-017,ME-005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,1974,0,2016
WB2018A00620-A00155,CR-046,OV-148,SP-007,PL-024,DR-006,EX-015,DM-005,PL-017,ME-005,PT-106,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,1974,0,2016
WB2018A00620-A00155,CR-046,OV-148,SP-007,PL-024,DR-006,EX-015,DM-005,PL-017,ME-005,PT-106,OV-125,,,,,,,,,,,,,,,,,,,,,,,,,,,11,1974,0,2016
WB2018A00620-A00155,CR-046,OV-148,SP-007,PL-024,DR-006,EX-015,DM-005,PL-017,ME-005,PT-106,OV-125,OV-133,,,,,,,,,,,,,,,,,,,,,,,,,,12,1974,0,2016
WB2018A00620-A00155,CR-046,OV-148,SP-007,PL-024,DR-006,EX-015,DM-005,PL-017,ME-005,PT-106,OV-125,OV-133,DK-011,,,,,,,,,,,,,,,,,,,,,,,,,13,1974,42,2016
WB2018A00620-A00155,CR-046,OV-148,SP-007,PL-024,DR-006,EX-015,DM-005,PL-017,ME-005,PT-106,OV-125,OV-133,DK-011,SB-001,,,,,,,,,,,,,,,,,,,,,,,,14,1932,0,2016
WB2018A00620-A00155,CR-046,OV-148,SP-007,PL-024,DR-006,EX-015,DM-005,PL-017,ME-005,PT-106,OV-125,OV-133,DK-011,SB-001,PL-023,,,,,,,,,,,,,,,,,,,,,,,15,1932,0,2016
WB2018A00620-A00155,CR-046,OV-148,SP-007,PL-024,DR-006,EX-015,DM-005,PL-017,ME-005,PT-106,OV-125,OV-133,DK-011,SB-001,PL-023,LS-054,,,,,,,,,,,,,,,,,,,,,,16,1932,0,2016
WB2018A00620-A00155,CR-046,OV-148,SP-007,PL-024,DR-006,EX-015,DM-005,PL-017,ME-005,PT-106,OV-125,OV-133,DK-011,SB-001,PL-023,LS-054,HM-006,,,,,,,,,,,,,,,,,,,,,17,1932,0,2016
WB2018A00620-A00155,CR-046,OV-148,SP-007,PL-024,DR-006,EX-015,DM-005,PL-017,ME-005,PT-106,OV-125,OV-133,DK-011,SB-001,PL-023,LS-054,HM-006,GA-573,,,,,,,,,,,,,,,,,,,,18,1932,0,2016
WB2018A00620-A00155,CR-046,OV-148,SP-007,PL-024,DR-006,EX-015,DM-005,PL-017,ME-005,PT-106,OV-125,OV-133,DK-011,SB-001,PL-023,LS-054,HM-006,GA-573,FT-083,,,,,,,,,,,,,,,,,,,19,1932,27,2016
WB2018A00620-A00155,CR-046,OV-148,SP-007,PL-024,DR-006,EX-015,DM-005,PL-017,ME-005,PT-106,OV-125,OV-133,DK-011,SB-001,PL-023,LS-054,HM-006,GA-573,FT-083,MS-026,,,,,,,,,,,,,,,,,,20,1905,200,2016
WB2018A00620-A00155,CR-046,OV-148,SP-007,PL-024,DR-006,EX-015,DM-005,PL-017,ME-005,PT-106,OV-125,OV-133,DK-011,SB-001,PL-023,LS-054,HM-006,GA-573,FT-083,MS-026,LS-058,,,,,,,,,,,,,,,,,-1,1705,0,2016
WB2018A00615-A00138,ME-004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,176352,0,176352
WB2018A00615-A00138,ME-004,CR-046,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,176352,0,176352
WB2018A00615-A00138,ME-004,CR-046,OV-148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,176352,0,176352
WB2018A00615-A00138,ME-004,CR-046,OV-148,SP-005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,176352,0,176352
WB2018A00615-A00138,ME-004,CR-046,OV-148,SP-005,PL-024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,176352,0,176352
WB2018A00615-A00138,ME-004,CR-046,OV-148,SP-005,PL-024,DR-005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,176352,0,176352
WB2018A00615-A00138,ME-004,CR-046,OV-148,SP-005,PL-024,DR-005,EX-019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,176352,1837,176352
WB2018A00615-A00138,ME-004,CR-046,OV-148,SP-005,PL-024,DR-005,EX-019,DM-005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,174515,0,176352
WB2018A00615-A00138,ME-004,CR-046,OV-148,SP-005,PL-024,DR-005,EX-019,DM-005,PL-011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,174515,0,176352
WB2018A00615-A00138,ME-004,CR-046,OV-148,SP-005,PL-024,DR-005,EX-019,DM-005,PL-011,GP-005,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,174515,0,176352
WB2018A00615-A00138,ME-004,CR-046,OV-148,SP-005,PL-024,DR-005,EX-019,DM-005,PL-011,GP-005,PL-010,,,,,,,,,,,,,,,,,,,,,,,,,,,11,174515,0,176352
WB2018A00615-A00138,ME-004,CR-046,OV-148,SP-005,PL-024,DR-005,EX-019,DM-005,PL-011,GP-005,PL-010,ME-005,,,,,,,,,,,,,,,,,,,,,,,,,,12,174515,1837,176352
WB2018A00615-A00138,ME-004,CR-046,OV-148,SP-005,PL-024,DR-005,EX-019,DM-005,PL-011,GP-005,PL-010,ME-005,LU-043,,,,,,,,,,,,,,,,,,,,,,,,,13,172678,3674,176352
WB2018A00615-A00138,ME-004,CR-046,OV-148,SP-005,PL-024,DR-005,EX-019,DM-005,PL-011,GP-005,PL-010,ME-005,LU-043,LS-044,,,,,,,,,,,,,,,,,,,,,,,,14,169004,0,176352
WB2018A00615-A00138,ME-004,CR-046,OV-148,SP-005,PL-024,DR-005,EX-019,DM-005,PL-011,GP-005,PL-010,ME-005,LU-043,LS-044,LS-054,,,,,,,,,,,,,,,,,,,,,,,15,169004,0,176352
WB2018A00615-A00138,ME-004,CR-046,OV-148,SP-005,PL-024,DR-005,EX-019,DM-005,PL-011,GP-005,PL-010,ME-005,LU-043,LS-044,LS-054,IS-009,,,,,,,,,,,,,,,,,,,,,,16,169004,0,176352
WB2018A00615-A00138,ME-004,CR-046,OV-148,SP-005,PL-024,DR-005,EX-019,DM-005,PL-011,GP-005,PL-010,ME-005,LU-043,LS-044,LS-054,IS-009,FT-089,,,,,,,,,,,,,,,,,,,,,17,169004,74,176352
WB2018A00615-A00138,ME-004,CR-046,OV-148,SP-005,PL-024,DR-005,EX-019,DM-005,PL-011,GP-005,PL-010,ME-005,LU-043,LS-044,LS-054,IS-009,FT-089,GA-596,,,,,,,,,,,,,,,,,,,,18,168930,1837,176352
WB2018A00615-A00138,ME-004,CR-046,OV-148,SP-005,PL-024,DR-005,EX-019,DM-005,PL-011,GP-005,PL-010,ME-005,LU-043,LS-044,LS-054,IS-009,FT-089,GA-596,MS-031,,,,,,,,,,,,,,,,,,,19,167093,0,176352
WB2018A00615-A00138,ME-004,CR-046,OV-148,SP-005,PL-024,DR-005,EX-019,DM-005,PL-011,GP-005,PL-010,ME-005,LU-043,LS-044,LS-054,IS-009,FT-089,GA-596,MS-031,MS-032,,,,,,,,,,,,,,,,,,20,167093,0,176352
WB2018A00615-A00138,ME-004,CR-046,OV-148,SP-005,PL-024,DR-005,EX-019,DM-005,PL-011,GP-005,PL-010,ME-005,LU-043,LS-044,LS-054,IS-009,FT-089,GA-596,MS-031,MS-032,MS-031,,,,,,,,,,,,,,,,,21,167093,0,176352
WB2018A00615-A00138,ME-004,CR-046,OV-148,SP-005,PL-024,DR-005,EX-019,DM-005,PL-011,GP-005,PL-010,ME-005,LU-043,LS-044,LS-054,IS-009,FT-089,GA-596,MS-031,MS-032,MS-031,MS-032,,,,,,,,,,,,,,,,22,167093,4112,176352
WB2018A00615-A00138,ME-004,CR-046,OV-148,SP-005,PL-024,DR-005,EX-019,DM-005,PL-011,GP-005,PL-010,ME-005,LU-043,LS-044,LS-054,IS-009,FT-089,GA-596,MS-031,MS-032,MS-031,MS-032,MK-010,,,,,,,,,,,,,,,-1,162981,0,176352
WB2018A00544-A00133,CR-046,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,96,0,96
WB2018A00544-A00133,CR-046,OV-148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,96,0,96
WB2018A00544-A00133,CR-046,OV-148,SP-007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,96,0,96
WB2018A00544-A00133,CR-046,OV-148,SP-007,PL-024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,96,0,96
WB2018A00544-A00133,CR-046,OV-148,SP-007,PL-024,DR-001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,96,0,96
WB2018A00544-A00133,CR-046,OV-148,SP-007,PL-024,DR-001,EX-017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,96,0,96
WB2018A00544-A00133,CR-046,OV-148,SP-007,PL-024,DR-001,EX-017,DM-005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,96,0,96
WB2018A00544-A00133,CR-046,OV-148,SP-007,PL-024,DR-001,EX-017,DM-005,PL-007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,96,0,96
WB2018A00544-A00133,CR-046,OV-148,SP-007,PL-024,DR-001,EX-017,DM-005,PL-007,GP-005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,96,0,96
WB2018A00544-A00133,CR-046,OV-148,SP-007,PL-024,DR-001,EX-017,DM-005,PL-007,GP-005,PL-016,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,96,0,96
WB2018A00544-A00133,CR-046,OV-148,SP-007,PL-024,DR-001,EX-017,DM-005,PL-007,GP-005,PL-016,SB-001,,,,,,,,,,,,,,,,,,,,,,,,,,,11,96,0,96
WB2018A00544-A00133,CR-046,OV-148,SP-007,PL-024,DR-001,EX-017,DM-005,PL-007,GP-005,PL-016,SB-001,ME-005,,,,,,,,,,,,,,,,,,,,,,,,,,12,96,0,96
WB2018A00544-A00133,CR-046,OV-148,SP-007,PL-024,DR-001,EX-017,DM-005,PL-007,GP-005,PL-016,SB-001,ME-005,LS-054,,,,,,,,,,,,,,,,,,,,,,,,,13,96,0,96
WB2018A00544-A00133,CR-046,OV-148,SP-007,PL-024,DR-001,EX-017,DM-005,PL-007,GP-005,PL-016,SB-001,ME-005,LS-054,LS-051,,,,,,,,,,,,,,,,,,,,,,,,14,96,0,96
WB2018A00544-A00133,CR-046,OV-148,SP-007,PL-024,DR-001,EX-017,DM-005,PL-007,GP-005,PL-016,SB-001,ME-005,LS-054,LS-051,IS-009,,,,,,,,,,,,,,,,,,,,,,,15,96,0,96
WB2018A00544-A00133,CR-046,OV-148,SP-007,PL-024,DR-001,EX-017,DM-005,PL-007,GP-005,PL-016,SB-001,ME-005,LS-054,LS-051,IS-009,AT-001,,,,,,,,,,,,,,,,,,,,,,16,96,0,96
WB2018A00544-A00133,CR-046,OV-148,SP-007,PL-024,DR-001,EX-017,DM-005,PL-007,GP-005,PL-016,SB-001,ME-005,LS-054,LS-051,IS-009,AT-001,SA-001,,,,,,,,,,,,,,,,,,,,,17,96,0,96
WB2018A00544-A00133,CR-046,OV-148,SP-007,PL-024,DR-001,EX-017,DM-005,PL-007,GP-005,PL-016,SB-001,ME-005,LS-054,LS-051,IS-009,AT-001,SA-001,MS-031,,,,,,,,,,,,,,,,,,,,18,96,0,96
WB2018A00544-A00133,CR-046,OV-148,SP-007,PL-024,DR-001,EX-017,DM-005,PL-007,GP-005,PL-016,SB-001,ME-005,LS-054,LS-051,IS-009,AT-001,SA-001,MS-031,MS-032,,,,,,,,,,,,,,,,,,,19,96,3,96
WB2018A00544-A00133,CR-046,OV-148,SP-007,PL-024,DR-001,EX-017,DM-005,PL-007,GP-005,PL-016,SB-001,ME-005,LS-054,LS-051,IS-009,AT-001,SA-001,MS-031,MS-032,MK-024,,,,,,,,,,,,,,,,,,20,93,0,96
