Lot,Process001_MachineNo,Process002_MachineNo,Process003_MachineNo,Process004_MachineNo,Process005_MachineNo,Process006_MachineNo,Process007_MachineNo,Process008_MachineNo,Process009_MachineNo,Process010_MachineNo,Process011_MachineNo,Process012_MachineNo,Process013_MachineNo,Process014_MachineNo,Process015_MachineNo,Process016_MachineNo,Process017_MachineNo,Process018_MachineNo,Process019_MachineNo,Process020_MachineNo,Process021_MachineNo,Process022_MachineNo,Process023_MachineNo,Process024_MachineNo,Process025_MachineNo,Process026_MachineNo,Process027_MachineNo,Process028_MachineNo,Process029_MachineNo,Process030_MachineNo,Process031_MachineNo,Process032_MachineNo,Process033_MachineNo,Process034_MachineNo,Process035_MachineNo,Process036_MachineNo,Process037_MachineNo,Final,CurrentTotalNum,BadNum,TotalNum
WB2018A00228-A00164,ME-004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,54912,0,54912
WB2018A00228-A00164,ME-004,SP-005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,54912,0,54912
WB2018A00228-A00164,ME-004,SP-005,PL-024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,54912,0,54912
WB2018A00228-A00164,ME-004,SP-005,PL-024,DR-004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,54912,0,54912
WB2018A00228-A00164,ME-004,SP-005,PL-024,DR-004,EX-019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,54912,0,54912
WB2018A00228-A00164,ME-004,SP-005,PL-024,DR-004,EX-019,DM-006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,54912,0,54912
WB2018A00228-A00164,ME-004,SP-005,PL-024,DR-004,EX-019,DM-006,PL-011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,54912,0,54912
WB2018A00228-A00164,ME-004,SP-005,PL-024,DR-004,EX-019,DM-006,PL-011,ME-005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,54912,0,54912
WB2018A00228-A00164,ME-004,SP-005,PL-024,DR-004,EX-019,DM-006,PL-011,ME-005,GP-007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,54912,0,54912
WB2018A00228-A00164,ME-004,SP-005,PL-024,DR-004,EX-019,DM-006,PL-011,ME-005,GP-007,PT-106,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,54912,0,54912
WB2018A00228-A00164,ME-004,SP-005,PL-024,DR-004,EX-019,DM-006,PL-011,ME-005,GP-007,PT-106,OV-121,,,,,,,,,,,,,,,,,,,,,,,,,,,11,54912,0,54912
WB2018A00228-A00164,ME-004,SP-005,PL-024,DR-004,EX-019,DM-006,PL-011,ME-005,GP-007,PT-106,OV-121,EX-017,,,,,,,,,,,,,,,,,,,,,,,,,,12,54912,0,54912
WB2018A00228-A00164,ME-004,SP-005,PL-024,DR-004,EX-019,DM-006,PL-011,ME-005,GP-007,PT-106,OV-121,EX-017,DM-004,,,,,,,,,,,,,,,,,,,,,,,,,13,54912,0,54912
WB2018A00228-A00164,ME-004,SP-005,PL-024,DR-004,EX-019,DM-006,PL-011,ME-005,GP-007,PT-106,OV-121,EX-017,DM-004,OV-122,,,,,,,,,,,,,,,,,,,,,,,,14,54912,0,54912
WB2018A00228-A00164,ME-004,SP-005,PL-024,DR-004,EX-019,DM-006,PL-011,ME-005,GP-007,PT-106,OV-121,EX-017,DM-004,OV-122,PT-114,,,,,,,,,,,,,,,,,,,,,,,15,54912,2288,54912
WB2018A00228-A00164,ME-004,SP-005,PL-024,DR-004,EX-019,DM-006,PL-011,ME-005,GP-007,PT-106,OV-121,EX-017,DM-004,OV-122,PT-114,OV-077,,,,,,,,,,,,,,,,,,,,,,16,52624,0,54912
WB2018A00228-A00164,ME-004,SP-005,PL-024,DR-004,EX-019,DM-006,PL-011,ME-005,GP-007,PT-106,OV-121,EX-017,DM-004,OV-122,PT-114,OV-077,DK-012,,,,,,,,,,,,,,,,,,,,,17,52624,1716,54912
WB2018A00228-A00164,ME-004,SP-005,PL-024,DR-004,EX-019,DM-006,PL-011,ME-005,GP-007,PT-106,OV-121,EX-017,DM-004,OV-122,PT-114,OV-077,DK-012,DM-004,,,,,,,,,,,,,,,,,,,,18,50908,0,54912
WB2018A00228-A00164,ME-004,SP-005,PL-024,DR-004,EX-019,DM-006,PL-011,ME-005,GP-007,PT-106,OV-121,EX-017,DM-004,OV-122,PT-114,OV-077,DK-012,DM-004,OV-133,,,,,,,,,,,,,,,,,,,19,50908,0,54912
WB2018A00228-A00164,ME-004,SP-005,PL-024,DR-004,EX-019,DM-006,PL-011,ME-005,GP-007,PT-106,OV-121,EX-017,DM-004,OV-122,PT-114,OV-077,DK-012,DM-004,OV-133,SB-001,,,,,,,,,,,,,,,,,,20,50908,0,54912
WB2018A00228-A00164,ME-004,SP-005,PL-024,DR-004,EX-019,DM-006,PL-011,ME-005,GP-007,PT-106,OV-121,EX-017,DM-004,OV-122,PT-114,OV-077,DK-012,DM-004,OV-133,SB-001,ES-001,,,,,,,,,,,,,,,,,21,50908,0,54912
WB2018A00228-A00164,ME-004,SP-005,PL-024,DR-004,EX-019,DM-006,PL-011,ME-005,GP-007,PT-106,OV-121,EX-017,DM-004,OV-122,PT-114,OV-077,DK-012,DM-004,OV-133,SB-001,ES-001,GA-601,,,,,,,,,,,,,,,,22,50908,0,54912
WB2018A00228-A00164,ME-004,SP-005,PL-024,DR-004,EX-019,DM-006,PL-011,ME-005,GP-007,PT-106,OV-121,EX-017,DM-004,OV-122,PT-114,OV-077,DK-012,DM-004,OV-133,SB-001,ES-001,GA-601,LS-051,,,,,,,,,,,,,,,23,50908,0,54912
WB2018A00228-A00164,ME-004,SP-005,PL-024,DR-004,EX-019,DM-006,PL-011,ME-005,GP-007,PT-106,OV-121,EX-017,DM-004,OV-122,PT-114,OV-077,DK-012,DM-004,OV-133,SB-001,ES-001,GA-601,LS-051,LK-006,,,,,,,,,,,,,,24,50908,0,54912
WB2018A00228-A00164,ME-004,SP-005,PL-024,DR-004,EX-019,DM-006,PL-011,ME-005,GP-007,PT-106,OV-121,EX-017,DM-004,OV-122,PT-114,OV-077,DK-012,DM-004,OV-133,SB-001,ES-001,GA-601,LS-051,LK-006,AT-001,,,,,,,,,,,,,25,50908,0,54912
WB2018A00228-A00164,ME-004,SP-005,PL-024,DR-004,EX-019,DM-006,PL-011,ME-005,GP-007,PT-106,OV-121,EX-017,DM-004,OV-122,PT-114,OV-077,DK-012,DM-004,OV-133,SB-001,ES-001,GA-601,LS-051,LK-006,AT-001,HM-006,,,,,,,,,,,,26,50908,0,54912
WB2018A00228-A00164,ME-004,SP-005,PL-024,DR-004,EX-019,DM-006,PL-011,ME-005,GP-007,PT-106,OV-121,EX-017,DM-004,OV-122,PT-114,OV-077,DK-012,DM-004,OV-133,SB-001,ES-001,GA-601,LS-051,LK-006,AT-001,HM-006,FT-078,,,,,,,,,,,27,50908,1774,54912
WB2018A00228-A00164,ME-004,SP-005,PL-024,DR-004,EX-019,DM-006,PL-011,ME-005,GP-007,PT-106,OV-121,EX-017,DM-004,OV-122,PT-114,OV-077,DK-012,DM-004,OV-133,SB-001,ES-001,GA-601,LS-051,LK-006,AT-001,HM-006,FT-078,MS-016,,,,,,,,,,28,49134,0,54912
WB2018A00228-A00164,ME-004,SP-005,PL-024,DR-004,EX-019,DM-006,PL-011,ME-005,GP-007,PT-106,OV-121,EX-017,DM-004,OV-122,PT-114,OV-077,DK-012,DM-004,OV-133,SB-001,ES-001,GA-601,LS-051,LK-006,AT-001,HM-006,FT-078,MS-016,MS-018,,,,,,,,,29,49134,7150,54912
WB2018A00228-A00164,ME-004,SP-005,PL-024,DR-004,EX-019,DM-006,PL-011,ME-005,GP-007,PT-106,OV-121,EX-017,DM-004,OV-122,PT-114,OV-077,DK-012,DM-004,OV-133,SB-001,ES-001,GA-601,LS-051,LK-006,AT-001,HM-006,FT-078,MS-016,MS-018,LS-064,,,,,,,,-1,41984,0,54912
WB2018A00643-A00816,CR-022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,96768,2016,96768
WB2018A00643-A00816,CR-022,OV-058,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,94752,0,96768
WB2018A00643-A00816,CR-022,OV-058,SP-005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,94752,0,96768
WB2018A00643-A00816,CR-022,OV-058,SP-005,PL-024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,94752,0,96768
WB2018A00643-A00816,CR-022,OV-058,SP-005,PL-024,DR-001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,94752,0,96768
WB2018A00643-A00816,CR-022,OV-058,SP-005,PL-024,DR-001,EX-017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,94752,0,96768
WB2018A00643-A00816,CR-022,OV-058,SP-005,PL-024,DR-001,EX-017,DM-005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,94752,0,96768
WB2018A00643-A00816,CR-022,OV-058,SP-005,PL-024,DR-001,EX-017,DM-005,PL-011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,94752,0,96768
WB2018A00643-A00816,CR-022,OV-058,SP-005,PL-024,DR-001,EX-017,DM-005,PL-011,GP-005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,94752,0,96768
WB2018A00643-A00816,CR-022,OV-058,SP-005,PL-024,DR-001,EX-017,DM-005,PL-011,GP-005,ME-005,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,94752,0,96768
WB2018A00643-A00816,CR-022,OV-058,SP-005,PL-024,DR-001,EX-017,DM-005,PL-011,GP-005,ME-005,SB-001,,,,,,,,,,,,,,,,,,,,,,,,,,,11,94752,0,96768
WB2018A00643-A00816,CR-022,OV-058,SP-005,PL-024,DR-001,EX-017,DM-005,PL-011,GP-005,ME-005,SB-001,PL-018,,,,,,,,,,,,,,,,,,,,,,,,,,12,94752,0,96768
WB2018A00643-A00816,CR-022,OV-058,SP-005,PL-024,DR-001,EX-017,DM-005,PL-011,GP-005,ME-005,SB-001,PL-018,LS-051,,,,,,,,,,,,,,,,,,,,,,,,,13,94752,0,96768
WB2018A00643-A00816,CR-022,OV-058,SP-005,PL-024,DR-001,EX-017,DM-005,PL-011,GP-005,ME-005,SB-001,PL-018,LS-051,LS-061,,,,,,,,,,,,,,,,,,,,,,,,14,94752,0,96768
WB2018A00643-A00816,CR-022,OV-058,SP-005,PL-024,DR-001,EX-017,DM-005,PL-011,GP-005,ME-005,SB-001,PL-018,LS-051,LS-061,GA-593,,,,,,,,,,,,,,,,,,,,,,,15,94752,0,96768
WB2018A00643-A00816,CR-022,OV-058,SP-005,PL-024,DR-001,EX-017,DM-005,PL-011,GP-005,ME-005,SB-001,PL-018,LS-051,LS-061,GA-593,FT-066,,,,,,,,,,,,,,,,,,,,,,16,94752,797,96768
WB2018A00643-A00816,CR-022,OV-058,SP-005,PL-024,DR-001,EX-017,DM-005,PL-011,GP-005,ME-005,SB-001,PL-018,LS-051,LS-061,GA-593,FT-066,CR-049,,,,,,,,,,,,,,,,,,,,,17,93955,0,96768
WB2018A00643-A00816,CR-022,OV-058,SP-005,PL-024,DR-001,EX-017,DM-005,PL-011,GP-005,ME-005,SB-001,PL-018,LS-051,LS-061,GA-593,FT-066,CR-049,MS-039,,,,,,,,,,,,,,,,,,,,18,93955,0,96768
WB2018A00643-A00816,CR-022,OV-058,SP-005,PL-024,DR-001,EX-017,DM-005,PL-011,GP-005,ME-005,SB-001,PL-018,LS-051,LS-061,GA-593,FT-066,CR-049,MS-039,MS-040,,,,,,,,,,,,,,,,,,,19,93955,2799,96768
WB2018A00643-A00816,CR-022,OV-058,SP-005,PL-024,DR-001,EX-017,DM-005,PL-011,GP-005,ME-005,SB-001,PL-018,LS-051,LS-061,GA-593,FT-066,CR-049,MS-039,MS-040,LS-067,,,,,,,,,,,,,,,,,,-1,91156,0,96768
WB2018A00620-A00156,CR-046,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2016,0,2016
WB2018A00620-A00156,CR-046,OV-148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2016,0,2016
WB2018A00620-A00156,CR-046,OV-148,SP-007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2016,0,2016
WB2018A00620-A00156,CR-046,OV-148,SP-007,PL-024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2016,0,2016
WB2018A00620-A00156,CR-046,OV-148,SP-007,PL-024,DR-006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,2016,0,2016
WB2018A00620-A00156,CR-046,OV-148,SP-007,PL-024,DR-006,EX-015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,2016,0,2016
WB2018A00620-A00156,CR-046,OV-148,SP-007,PL-024,DR-006,EX-015,PL-017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,2016,0,2016
WB2018A00620-A00156,CR-046,OV-148,SP-007,PL-024,DR-006,EX-015,PL-017,ME-005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,2016,42,2016
WB2018A00620-A00156,CR-046,OV-148,SP-007,PL-024,DR-006,EX-015,PL-017,ME-005,PT-106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,1974,0,2016
WB2018A00620-A00156,CR-046,OV-148,SP-007,PL-024,DR-006,EX-015,PL-017,ME-005,PT-106,OV-125,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,1974,0,2016
WB2018A00620-A00156,CR-046,OV-148,SP-007,PL-024,DR-006,EX-015,PL-017,ME-005,PT-106,OV-125,OV-133,,,,,,,,,,,,,,,,,,,,,,,,,,,11,1974,0,2016
WB2018A00620-A00156,CR-046,OV-148,SP-007,PL-024,DR-006,EX-015,PL-017,ME-005,PT-106,OV-125,OV-133,DK-003,,,,,,,,,,,,,,,,,,,,,,,,,,12,1974,0,2016
WB2018A00620-A00156,CR-046,OV-148,SP-007,PL-024,DR-006,EX-015,PL-017,ME-005,PT-106,OV-125,OV-133,DK-003,SB-001,,,,,,,,,,,,,,,,,,,,,,,,,13,1974,0,2016
WB2018A00620-A00156,CR-046,OV-148,SP-007,PL-024,DR-006,EX-015,PL-017,ME-005,PT-106,OV-125,OV-133,DK-003,SB-001,PL-023,,,,,,,,,,,,,,,,,,,,,,,,14,1974,0,2016
WB2018A00620-A00156,CR-046,OV-148,SP-007,PL-024,DR-006,EX-015,PL-017,ME-005,PT-106,OV-125,OV-133,DK-003,SB-001,PL-023,LS-054,,,,,,,,,,,,,,,,,,,,,,,15,1974,0,2016
WB2018A00620-A00156,CR-046,OV-148,SP-007,PL-024,DR-006,EX-015,PL-017,ME-005,PT-106,OV-125,OV-133,DK-003,SB-001,PL-023,LS-054,HM-006,,,,,,,,,,,,,,,,,,,,,,16,1974,0,2016
WB2018A00620-A00156,CR-046,OV-148,SP-007,PL-024,DR-006,EX-015,PL-017,ME-005,PT-106,OV-125,OV-133,DK-003,SB-001,PL-023,LS-054,HM-006,GA-573,,,,,,,,,,,,,,,,,,,,,17,1974,0,2016
WB2018A00620-A00156,CR-046,OV-148,SP-007,PL-024,DR-006,EX-015,PL-017,ME-005,PT-106,OV-125,OV-133,DK-003,SB-001,PL-023,LS-054,HM-006,GA-573,FT-083,,,,,,,,,,,,,,,,,,,,18,1974,57,2016
WB2018A00620-A00156,CR-046,OV-148,SP-007,PL-024,DR-006,EX-015,PL-017,ME-005,PT-106,OV-125,OV-133,DK-003,SB-001,PL-023,LS-054,HM-006,GA-573,FT-083,MS-026,,,,,,,,,,,,,,,,,,,19,1917,97,2016
WB2018A00620-A00156,CR-046,OV-148,SP-007,PL-024,DR-006,EX-015,PL-017,ME-005,PT-106,OV-125,OV-133,DK-003,SB-001,PL-023,LS-054,HM-006,GA-573,FT-083,MS-026,LS-058,,,,,,,,,,,,,,,,,,-1,1820,0,2016
WB2018A00461-A00911,CR-022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2304,0,2304
WB2018A00461-A00911,CR-022,OV-058,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2304,0,2304
WB2018A00461-A00911,CR-022,OV-058,SP-005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2304,48,2304
WB2018A00461-A00911,CR-022,OV-058,SP-005,PL-024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2256,0,2304
WB2018A00461-A00911,CR-022,OV-058,SP-005,PL-024,DR-001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,2256,0,2304
WB2018A00461-A00911,CR-022,OV-058,SP-005,PL-024,DR-001,EX-007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,2256,0,2304
WB2018A00461-A00911,CR-022,OV-058,SP-005,PL-024,DR-001,EX-007,DM-005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,2256,0,2304
WB2018A00461-A00911,CR-022,OV-058,SP-005,PL-024,DR-001,EX-007,DM-005,PL-017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,2256,0,2304
WB2018A00461-A00911,CR-022,OV-058,SP-005,PL-024,DR-001,EX-007,DM-005,PL-017,GP-005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,2256,0,2304
WB2018A00461-A00911,CR-022,OV-058,SP-005,PL-024,DR-001,EX-007,DM-005,PL-017,GP-005,DR-001,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,2256,0,2304
WB2018A00461-A00911,CR-022,OV-058,SP-005,PL-024,DR-001,EX-007,DM-005,PL-017,GP-005,DR-001,EX-007,,,,,,,,,,,,,,,,,,,,,,,,,,,11,2256,0,2304
WB2018A00461-A00911,CR-022,OV-058,SP-005,PL-024,DR-001,EX-007,DM-005,PL-017,GP-005,DR-001,EX-007,DM-005,,,,,,,,,,,,,,,,,,,,,,,,,,12,2256,0,2304
WB2018A00461-A00911,CR-022,OV-058,SP-005,PL-024,DR-001,EX-007,DM-005,PL-017,GP-005,DR-001,EX-007,DM-005,ME-007,,,,,,,,,,,,,,,,,,,,,,,,,13,2256,0,2304
WB2018A00461-A00911,CR-022,OV-058,SP-005,PL-024,DR-001,EX-007,DM-005,PL-017,GP-005,DR-001,EX-007,DM-005,ME-007,PL-017,,,,,,,,,,,,,,,,,,,,,,,,14,2256,0,2304
WB2018A00461-A00911,CR-022,OV-058,SP-005,PL-024,DR-001,EX-007,DM-005,PL-017,GP-005,DR-001,EX-007,DM-005,ME-007,PL-017,GP-007,,,,,,,,,,,,,,,,,,,,,,,15,2256,0,2304
WB2018A00461-A00911,CR-022,OV-058,SP-005,PL-024,DR-001,EX-007,DM-005,PL-017,GP-005,DR-001,EX-007,DM-005,ME-007,PL-017,GP-007,ME-005,,,,,,,,,,,,,,,,,,,,,,16,2256,0,2304
WB2018A00461-A00911,CR-022,OV-058,SP-005,PL-024,DR-001,EX-007,DM-005,PL-017,GP-005,DR-001,EX-007,DM-005,ME-007,PL-017,GP-007,ME-005,GP-005,,,,,,,,,,,,,,,,,,,,,17,2256,0,2304
WB2018A00461-A00911,CR-022,OV-058,SP-005,PL-024,DR-001,EX-007,DM-005,PL-017,GP-005,DR-001,EX-007,DM-005,ME-007,PL-017,GP-007,ME-005,GP-005,ME-007,,,,,,,,,,,,,,,,,,,,18,2256,0,2304
WB2018A00461-A00911,CR-022,OV-058,SP-005,PL-024,DR-001,EX-007,DM-005,PL-017,GP-005,DR-001,EX-007,DM-005,ME-007,PL-017,GP-007,ME-005,GP-005,ME-007,PT-106,,,,,,,,,,,,,,,,,,,19,2256,0,2304
WB2018A00461-A00911,CR-022,OV-058,SP-005,PL-024,DR-001,EX-007,DM-005,PL-017,GP-005,DR-001,EX-007,DM-005,ME-007,PL-017,GP-007,ME-005,GP-005,ME-007,PT-106,OV-121,,,,,,,,,,,,,,,,,,20,2256,0,2304
WB2018A00461-A00911,CR-022,OV-058,SP-005,PL-024,DR-001,EX-007,DM-005,PL-017,GP-005,DR-001,EX-007,DM-005,ME-007,PL-017,GP-007,ME-005,GP-005,ME-007,PT-106,OV-121,EX-007,,,,,,,,,,,,,,,,,21,2256,0,2304
WB2018A00461-A00911,CR-022,OV-058,SP-005,PL-024,DR-001,EX-007,DM-005,PL-017,GP-005,DR-001,EX-007,DM-005,ME-007,PL-017,GP-007,ME-005,GP-005,ME-007,PT-106,OV-121,EX-007,DM-004,,,,,,,,,,,,,,,,22,2256,0,2304
WB2018A00461-A00911,CR-022,OV-058,SP-005,PL-024,DR-001,EX-007,DM-005,PL-017,GP-005,DR-001,EX-007,DM-005,ME-007,PL-017,GP-007,ME-005,GP-005,ME-007,PT-106,OV-121,EX-007,DM-004,OV-123,,,,,,,,,,,,,,,23,2256,0,2304
WB2018A00461-A00911,CR-022,OV-058,SP-005,PL-024,DR-001,EX-007,DM-005,PL-017,GP-005,DR-001,EX-007,DM-005,ME-007,PL-017,GP-007,ME-005,GP-005,ME-007,PT-106,OV-121,EX-007,DM-004,OV-123,SB-001,,,,,,,,,,,,,,24,2256,0,2304
WB2018A00461-A00911,CR-022,OV-058,SP-005,PL-024,DR-001,EX-007,DM-005,PL-017,GP-005,DR-001,EX-007,DM-005,ME-007,PL-017,GP-007,ME-005,GP-005,ME-007,PT-106,OV-121,EX-007,DM-004,OV-123,SB-001,PL-003,,,,,,,,,,,,,25,2256,0,2304
WB2018A00461-A00911,CR-022,OV-058,SP-005,PL-024,DR-001,EX-007,DM-005,PL-017,GP-005,DR-001,EX-007,DM-005,ME-007,PL-017,GP-007,ME-005,GP-005,ME-007,PT-106,OV-121,EX-007,DM-004,OV-123,SB-001,PL-003,LS-070,,,,,,,,,,,,26,2256,6,2304
WB2018A00461-A00911,CR-022,OV-058,SP-005,PL-024,DR-001,EX-007,DM-005,PL-017,GP-005,DR-001,EX-007,DM-005,ME-007,PL-017,GP-007,ME-005,GP-005,ME-007,PT-106,OV-121,EX-007,DM-004,OV-123,SB-001,PL-003,LS-070,FT-055,,,,,,,,,,,27,2250,14,2304
WB2018A00461-A00911,CR-022,OV-058,SP-005,PL-024,DR-001,EX-007,DM-005,PL-017,GP-005,DR-001,EX-007,DM-005,ME-007,PL-017,GP-007,ME-005,GP-005,ME-007,PT-106,OV-121,EX-007,DM-004,OV-123,SB-001,PL-003,LS-070,FT-055,FW-001,,,,,,,,,,-1,2236,309,2304
WB2018A00518-C00163,ME-005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,54912,0,54912
WB2018A00518-C00163,ME-005,SP-005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,54912,0,54912
WB2018A00518-C00163,ME-005,SP-005,PL-024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,54912,0,54912
WB2018A00518-C00163,ME-005,SP-005,PL-024,DR-005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,54912,0,54912
WB2018A00518-C00163,ME-005,SP-005,PL-024,DR-005,EX-017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,54912,0,54912
WB2018A00518-C00163,ME-005,SP-005,PL-024,DR-005,EX-017,DM-005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,54912,0,54912
WB2018A00518-C00163,ME-005,SP-005,PL-024,DR-005,EX-017,DM-005,PL-006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,54912,0,54912
WB2018A00518-C00163,ME-005,SP-005,PL-024,DR-005,EX-017,DM-005,PL-006,ME-005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,54912,0,54912
WB2018A00518-C00163,ME-005,SP-005,PL-024,DR-005,EX-017,DM-005,PL-006,ME-005,GP-007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,54912,0,54912
WB2018A00518-C00163,ME-005,SP-005,PL-024,DR-005,EX-017,DM-005,PL-006,ME-005,GP-007,PT-118,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,54912,572,54912
WB2018A00518-C00163,ME-005,SP-005,PL-024,DR-005,EX-017,DM-005,PL-006,ME-005,GP-007,PT-118,OV-125,,,,,,,,,,,,,,,,,,,,,,,,,,,11,54340,0,54912
WB2018A00518-C00163,ME-005,SP-005,PL-024,DR-005,EX-017,DM-005,PL-006,ME-005,GP-007,PT-118,OV-125,OV-178,,,,,,,,,,,,,,,,,,,,,,,,,,12,54340,0,54912
WB2018A00518-C00163,ME-005,SP-005,PL-024,DR-005,EX-017,DM-005,PL-006,ME-005,GP-007,PT-118,OV-125,OV-178,DK-012,,,,,,,,,,,,,,,,,,,,,,,,,13,54340,572,54912
WB2018A00518-C00163,ME-005,SP-005,PL-024,DR-005,EX-017,DM-005,PL-006,ME-005,GP-007,PT-118,OV-125,OV-178,DK-012,SB-001,,,,,,,,,,,,,,,,,,,,,,,,14,53768,0,54912
WB2018A00518-C00163,ME-005,SP-005,PL-024,DR-005,EX-017,DM-005,PL-006,ME-005,GP-007,PT-118,OV-125,OV-178,DK-012,SB-001,PL-023,,,,,,,,,,,,,,,,,,,,,,,15,53768,0,54912
WB2018A00518-C00163,ME-005,SP-005,PL-024,DR-005,EX-017,DM-005,PL-006,ME-005,GP-007,PT-118,OV-125,OV-178,DK-012,SB-001,PL-023,LS-044,,,,,,,,,,,,,,,,,,,,,,16,53768,0,54912
WB2018A00518-C00163,ME-005,SP-005,PL-024,DR-005,EX-017,DM-005,PL-006,ME-005,GP-007,PT-118,OV-125,OV-178,DK-012,SB-001,PL-023,LS-044,LK-006,,,,,,,,,,,,,,,,,,,,,17,53768,0,54912
WB2018A00518-C00163,ME-005,SP-005,PL-024,DR-005,EX-017,DM-005,PL-006,ME-005,GP-007,PT-118,OV-125,OV-178,DK-012,SB-001,PL-023,LS-044,LK-006,TM-081,,,,,,,,,,,,,,,,,,,,18,53768,0,54912
WB2018A00518-C00163,ME-005,SP-005,PL-024,DR-005,EX-017,DM-005,PL-006,ME-005,GP-007,PT-118,OV-125,OV-178,DK-012,SB-001,PL-023,LS-044,LK-006,TM-081,HM-006,,,,,,,,,,,,,,,,,,,19,53768,0,54912
WB2018A00518-C00163,ME-005,SP-005,PL-024,DR-005,EX-017,DM-005,PL-006,ME-005,GP-007,PT-118,OV-125,OV-178,DK-012,SB-001,PL-023,LS-044,LK-006,TM-081,HM-006,FT-066,,,,,,,,,,,,,,,,,,20,53768,53,54912
WB2018A00518-C00163,ME-005,SP-005,PL-024,DR-005,EX-017,DM-005,PL-006,ME-005,GP-007,PT-118,OV-125,OV-178,DK-012,SB-001,PL-023,LS-044,LK-006,TM-081,HM-006,FT-066,GA-601,,,,,,,,,,,,,,,,,21,53715,1144,54912
WB2018A00518-C00163,ME-005,SP-005,PL-024,DR-005,EX-017,DM-005,PL-006,ME-005,GP-007,PT-118,OV-125,OV-178,DK-012,SB-001,PL-023,LS-044,LK-006,TM-081,HM-006,FT-066,GA-601,MS-016,,,,,,,,,,,,,,,,22,52571,0,54912
WB2018A00518-C00163,ME-005,SP-005,PL-024,DR-005,EX-017,DM-005,PL-006,ME-005,GP-007,PT-118,OV-125,OV-178,DK-012,SB-001,PL-023,LS-044,LK-006,TM-081,HM-006,FT-066,GA-601,MS-016,MS-018,,,,,,,,,,,,,,,23,52571,3617,54912
WB2018A00518-C00163,ME-005,SP-005,PL-024,DR-005,EX-017,DM-005,PL-006,ME-005,GP-007,PT-118,OV-125,OV-178,DK-012,SB-001,PL-023,LS-044,LK-006,TM-081,HM-006,FT-066,GA-601,MS-016,MS-018,LS-064,,,,,,,,,,,,,,-1,48954,0,54912
