Lot,Process001_MachineNo,Process002_MachineNo,Process003_MachineNo,Process004_MachineNo,Process005_MachineNo,Process006_MachineNo,Process007_MachineNo,Process008_MachineNo,Process009_MachineNo,Process010_MachineNo,Process011_MachineNo,Process012_MachineNo,Process013_MachineNo,Process014_MachineNo,Process015_MachineNo,Process016_MachineNo,Process017_MachineNo,Process018_MachineNo,Process019_MachineNo,Process020_MachineNo,Process021_MachineNo,Process022_MachineNo,Process023_MachineNo,Process024_MachineNo,Process025_MachineNo,Process026_MachineNo,Process027_MachineNo,Process028_MachineNo,Process029_MachineNo,Process030_MachineNo,Process031_MachineNo,Process032_MachineNo,Process033_MachineNo,Process034_MachineNo,Process035_MachineNo,Process036_MachineNo,Process037_MachineNo,Final,CurrentTotalNum,BadNum,TotalNum
WB2018A00461-A00921,CR-022By20181015_20181021,OV-058By20181015_20181021,SP-007By20181015_20181021,PL-024By20181015_20181021,DR-001By20181015_20181021,EX-007By20181015_20181021,DM-005By20181015_20181021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,48.0,0.0,48.0
WB2018A00461-A00921,CR-022By20181015_20181021,OV-058By20181015_20181021,SP-007By20181015_20181021,PL-024By20181015_20181021,DR-001By20181015_20181021,EX-007By20181015_20181021,DM-005By20181015_20181021,PL-017By20181022_20181028,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,48.0,0.0,48.0
WB2018A00461-A00921,CR-022By20181015_20181021,OV-058By20181015_20181021,SP-007By20181015_20181021,PL-024By20181015_20181021,DR-001By20181015_20181021,EX-007By20181015_20181021,DM-005By20181015_20181021,PL-017By20181022_20181028,GP-005By20181022_20181028,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,48.0,0.0,48.0
WB2018A00461-A00921,CR-022By20181015_20181021,OV-058By20181015_20181021,SP-007By20181015_20181021,PL-024By20181015_20181021,DR-001By20181015_20181021,EX-007By20181015_20181021,DM-005By20181015_20181021,PL-017By20181022_20181028,GP-005By20181022_20181028,DR-001By20181022_20181028,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,48.0,0.0,48.0
WB2018A00461-A00921,CR-022By20181015_20181021,OV-058By20181015_20181021,SP-007By20181015_20181021,PL-024By20181015_20181021,DR-001By20181015_20181021,EX-007By20181015_20181021,DM-005By20181015_20181021,PL-017By20181022_20181028,GP-005By20181022_20181028,DR-001By20181022_20181028,EX-007By20181022_20181028,,,,,,,,,,,,,,,,,,,,,,,,,,,11,48.0,0.0,48.0
WB2018A00461-A00921,CR-022By20181015_20181021,OV-058By20181015_20181021,SP-007By20181015_20181021,PL-024By20181015_20181021,DR-001By20181015_20181021,EX-007By20181015_20181021,DM-005By20181015_20181021,PL-017By20181022_20181028,GP-005By20181022_20181028,DR-001By20181022_20181028,EX-007By20181022_20181028,DM-005By20181022_20181028,,,,,,,,,,,,,,,,,,,,,,,,,,12,48.0,0.0,48.0
WB2018A00461-A00921,CR-022By20181015_20181021,OV-058By20181015_20181021,SP-007By20181015_20181021,PL-024By20181015_20181021,DR-001By20181015_20181021,EX-007By20181015_20181021,DM-005By20181015_20181021,PL-017By20181022_20181028,GP-005By20181022_20181028,DR-001By20181022_20181028,EX-007By20181022_20181028,DM-005By20181022_20181028,ME-007By20181022_20181028,,,,,,,,,,,,,,,,,,,,,,,,,13,48.0,0.0,48.0
WB2018A00461-A00921,CR-022By20181015_20181021,OV-058By20181015_20181021,SP-007By20181015_20181021,PL-024By20181015_20181021,DR-001By20181015_20181021,EX-007By20181015_20181021,DM-005By20181015_20181021,PL-017By20181022_20181028,GP-005By20181022_20181028,DR-001By20181022_20181028,EX-007By20181022_20181028,DM-005By20181022_20181028,ME-007By20181022_20181028,PL-017By20181022_20181028,,,,,,,,,,,,,,,,,,,,,,,,14,48.0,0.0,48.0
WB2018A00461-A00921,CR-022By20181015_20181021,OV-058By20181015_20181021,SP-007By20181015_20181021,PL-024By20181015_20181021,DR-001By20181015_20181021,EX-007By20181015_20181021,DM-005By20181015_20181021,PL-017By20181022_20181028,GP-005By20181022_20181028,DR-001By20181022_20181028,EX-007By20181022_20181028,DM-005By20181022_20181028,ME-007By20181022_20181028,PL-017By20181022_20181028,GP-007By20181022_20181028,,,,,,,,,,,,,,,,,,,,,,,15,48.0,0.0,48.0
WB2018A00461-A00921,CR-022By20181015_20181021,OV-058By20181015_20181021,SP-007By20181015_20181021,PL-024By20181015_20181021,DR-001By20181015_20181021,EX-007By20181015_20181021,DM-005By20181015_20181021,PL-017By20181022_20181028,GP-005By20181022_20181028,DR-001By20181022_20181028,EX-007By20181022_20181028,DM-005By20181022_20181028,ME-007By20181022_20181028,PL-017By20181022_20181028,GP-007By20181022_20181028,ME-005By20181022_20181028,,,,,,,,,,,,,,,,,,,,,,16,48.0,0.0,48.0
WB2018A00461-A00921,CR-022By20181015_20181021,OV-058By20181015_20181021,SP-007By20181015_20181021,PL-024By20181015_20181021,DR-001By20181015_20181021,EX-007By20181015_20181021,DM-005By20181015_20181021,PL-017By20181022_20181028,GP-005By20181022_20181028,DR-001By20181022_20181028,EX-007By20181022_20181028,DM-005By20181022_20181028,ME-007By20181022_20181028,PL-017By20181022_20181028,GP-007By20181022_20181028,ME-005By20181022_20181028,GP-005By20181022_20181028,,,,,,,,,,,,,,,,,,,,,17,48.0,1.0,48.0
WB2018A00461-A00921,CR-022By20181015_20181021,OV-058By20181015_20181021,SP-007By20181015_20181021,PL-024By20181015_20181021,DR-001By20181015_20181021,EX-007By20181015_20181021,DM-005By20181015_20181021,PL-017By20181022_20181028,GP-005By20181022_20181028,DR-001By20181022_20181028,EX-007By20181022_20181028,DM-005By20181022_20181028,ME-007By20181022_20181028,PL-017By20181022_20181028,GP-007By20181022_20181028,ME-005By20181022_20181028,GP-005By20181022_20181028,ME-007By20181029_20181104,,,,,,,,,,,,,,,,,,,,18,47.0,0.0,48.0
WB2018A00461-A00921,CR-022By20181015_20181021,OV-058By20181015_20181021,SP-007By20181015_20181021,PL-024By20181015_20181021,DR-001By20181015_20181021,EX-007By20181015_20181021,DM-005By20181015_20181021,PL-017By20181022_20181028,GP-005By20181022_20181028,DR-001By20181022_20181028,EX-007By20181022_20181028,DM-005By20181022_20181028,ME-007By20181022_20181028,PL-017By20181022_20181028,GP-007By20181022_20181028,ME-005By20181022_20181028,GP-005By20181022_20181028,ME-007By20181029_20181104,PT-100By20181029_20181104,,,,,,,,,,,,,,,,,,,19,47.0,0.0,48.0
WB2018A00461-A00921,CR-022By20181015_20181021,OV-058By20181015_20181021,SP-007By20181015_20181021,PL-024By20181015_20181021,DR-001By20181015_20181021,EX-007By20181015_20181021,DM-005By20181015_20181021,PL-017By20181022_20181028,GP-005By20181022_20181028,DR-001By20181022_20181028,EX-007By20181022_20181028,DM-005By20181022_20181028,ME-007By20181022_20181028,PL-017By20181022_20181028,GP-007By20181022_20181028,ME-005By20181022_20181028,GP-005By20181022_20181028,ME-007By20181029_20181104,PT-100By20181029_20181104,OV-121By20181029_20181104,,,,,,,,,,,,,,,,,,20,47.0,0.0,48.0
WB2018A00461-A00921,CR-022By20181015_20181021,OV-058By20181015_20181021,SP-007By20181015_20181021,PL-024By20181015_20181021,DR-001By20181015_20181021,EX-007By20181015_20181021,DM-005By20181015_20181021,PL-017By20181022_20181028,GP-005By20181022_20181028,DR-001By20181022_20181028,EX-007By20181022_20181028,DM-005By20181022_20181028,ME-007By20181022_20181028,PL-017By20181022_20181028,GP-007By20181022_20181028,ME-005By20181022_20181028,GP-005By20181022_20181028,ME-007By20181029_20181104,PT-100By20181029_20181104,OV-121By20181029_20181104,EX-007By20181029_20181104,,,,,,,,,,,,,,,,,21,47.0,0.0,48.0
WB2018A00461-A00921,CR-022By20181015_20181021,OV-058By20181015_20181021,SP-007By20181015_20181021,PL-024By20181015_20181021,DR-001By20181015_20181021,EX-007By20181015_20181021,DM-005By20181015_20181021,PL-017By20181022_20181028,GP-005By20181022_20181028,DR-001By20181022_20181028,EX-007By20181022_20181028,DM-005By20181022_20181028,ME-007By20181022_20181028,PL-017By20181022_20181028,GP-007By20181022_20181028,ME-005By20181022_20181028,GP-005By20181022_20181028,ME-007By20181029_20181104,PT-100By20181029_20181104,OV-121By20181029_20181104,EX-007By20181029_20181104,DM-004By20181029_20181104,,,,,,,,,,,,,,,,22,47.0,0.0,48.0
WB2018A00461-A00921,CR-022By20181015_20181021,OV-058By20181015_20181021,SP-007By20181015_20181021,PL-024By20181015_20181021,DR-001By20181015_20181021,EX-007By20181015_20181021,DM-005By20181015_20181021,PL-017By20181022_20181028,GP-005By20181022_20181028,DR-001By20181022_20181028,EX-007By20181022_20181028,DM-005By20181022_20181028,ME-007By20181022_20181028,PL-017By20181022_20181028,GP-007By20181022_20181028,ME-005By20181022_20181028,GP-005By20181022_20181028,ME-007By20181029_20181104,PT-100By20181029_20181104,OV-121By20181029_20181104,EX-007By20181029_20181104,DM-004By20181029_20181104,OV-123By20181029_20181104,,,,,,,,,,,,,,,23,47.0,0.0,48.0
WB2018A00461-A00921,CR-022By20181015_20181021,OV-058By20181015_20181021,SP-007By20181015_20181021,PL-024By20181015_20181021,DR-001By20181015_20181021,EX-007By20181015_20181021,DM-005By20181015_20181021,PL-017By20181022_20181028,GP-005By20181022_20181028,DR-001By20181022_20181028,EX-007By20181022_20181028,DM-005By20181022_20181028,ME-007By20181022_20181028,PL-017By20181022_20181028,GP-007By20181022_20181028,ME-005By20181022_20181028,GP-005By20181022_20181028,ME-007By20181029_20181104,PT-100By20181029_20181104,OV-121By20181029_20181104,EX-007By20181029_20181104,DM-004By20181029_20181104,OV-123By20181029_20181104,SB-001By20181029_20181104,,,,,,,,,,,,,,24,47.0,0.0,48.0
WB2018A00461-A00921,CR-022By20181015_20181021,OV-058By20181015_20181021,SP-007By20181015_20181021,PL-024By20181015_20181021,DR-001By20181015_20181021,EX-007By20181015_20181021,DM-005By20181015_20181021,PL-017By20181022_20181028,GP-005By20181022_20181028,DR-001By20181022_20181028,EX-007By20181022_20181028,DM-005By20181022_20181028,ME-007By20181022_20181028,PL-017By20181022_20181028,GP-007By20181022_20181028,ME-005By20181022_20181028,GP-005By20181022_20181028,ME-007By20181029_20181104,PT-100By20181029_20181104,OV-121By20181029_20181104,EX-007By20181029_20181104,DM-004By20181029_20181104,OV-123By20181029_20181104,SB-001By20181029_20181104,PL-003By20181105_20181111,,,,,,,,,,,,,25,47.0,0.0,48.0
WB2018A00461-A00921,CR-022By20181015_20181021,OV-058By20181015_20181021,SP-007By20181015_20181021,PL-024By20181015_20181021,DR-001By20181015_20181021,EX-007By20181015_20181021,DM-005By20181015_20181021,PL-017By20181022_20181028,GP-005By20181022_20181028,DR-001By20181022_20181028,EX-007By20181022_20181028,DM-005By20181022_20181028,ME-007By20181022_20181028,PL-017By20181022_20181028,GP-007By20181022_20181028,ME-005By20181022_20181028,GP-005By20181022_20181028,ME-007By20181029_20181104,PT-100By20181029_20181104,OV-121By20181029_20181104,EX-007By20181029_20181104,DM-004By20181029_20181104,OV-123By20181029_20181104,SB-001By20181029_20181104,PL-003By20181105_20181111,LS-070By20181105_20181111,,,,,,,,,,,,26,47.0,0.125,48.0
WB2018A00461-A00921,CR-022By20181015_20181021,OV-058By20181015_20181021,SP-007By20181015_20181021,PL-024By20181015_20181021,DR-001By20181015_20181021,EX-007By20181015_20181021,DM-005By20181015_20181021,PL-017By20181022_20181028,GP-005By20181022_20181028,DR-001By20181022_20181028,EX-007By20181022_20181028,DM-005By20181022_20181028,ME-007By20181022_20181028,PL-017By20181022_20181028,GP-007By20181022_20181028,ME-005By20181022_20181028,GP-005By20181022_20181028,ME-007By20181029_20181104,PT-100By20181029_20181104,OV-121By20181029_20181104,EX-007By20181029_20181104,DM-004By20181029_20181104,OV-123By20181029_20181104,SB-001By20181029_20181104,PL-003By20181105_20181111,LS-070By20181105_20181111,FT-079By20181105_20181111,,,,,,,,,,,27,46.875,1.7916666666666667,48.0
WB2018A00461-A00921,CR-022By20181015_20181021,OV-058By20181015_20181021,SP-007By20181015_20181021,PL-024By20181015_20181021,DR-001By20181015_20181021,EX-007By20181015_20181021,DM-005By20181015_20181021,PL-017By20181022_20181028,GP-005By20181022_20181028,DR-001By20181022_20181028,EX-007By20181022_20181028,DM-005By20181022_20181028,ME-007By20181022_20181028,PL-017By20181022_20181028,GP-007By20181022_20181028,ME-005By20181022_20181028,GP-005By20181022_20181028,ME-007By20181029_20181104,PT-100By20181029_20181104,OV-121By20181029_20181104,EX-007By20181029_20181104,DM-004By20181029_20181104,OV-123By20181029_20181104,SB-001By20181029_20181104,PL-003By20181105_20181111,LS-070By20181105_20181111,FT-079By20181105_20181111,FW-001By20181105_20181111,,,,,,,,,,-1,45.083333333333336,5.145833333333333,48.0
WB2018A00461-A00897,CR-022By20181015_20181021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,48.0,0.0,48.0
WB2018A00461-A00897,CR-022By20181015_20181021,OV-058By20181015_20181021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,48.0,0.0,48.0
WB2018A00461-A00897,CR-022By20181015_20181021,OV-058By20181015_20181021,SP-005By20181015_20181021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,48.0,0.0,48.0
WB2018A00461-A00897,CR-022By20181015_20181021,OV-058By20181015_20181021,SP-005By20181015_20181021,PL-024By20181015_20181021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,48.0,0.0,48.0
WB2018A00461-A00897,CR-022By20181015_20181021,OV-058By20181015_20181021,SP-005By20181015_20181021,PL-024By20181015_20181021,DR-001By20181015_20181021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,48.0,0.0,48.0
WB2018A00461-A00897,CR-022By20181015_20181021,OV-058By20181015_20181021,SP-005By20181015_20181021,PL-024By20181015_20181021,DR-001By20181015_20181021,EX-007By20181015_20181021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,48.0,0.0,48.0
WB2018A00461-A00897,CR-022By20181015_20181021,OV-058By20181015_20181021,SP-005By20181015_20181021,PL-024By20181015_20181021,DR-001By20181015_20181021,EX-007By20181015_20181021,DM-005By20181015_20181021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,48.0,0.0,48.0
WB2018A00461-A00897,CR-022By20181015_20181021,OV-058By20181015_20181021,SP-005By20181015_20181021,PL-024By20181015_20181021,DR-001By20181015_20181021,EX-007By20181015_20181021,DM-005By20181015_20181021,PL-017By20181015_20181021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,48.0,0.0,48.0
WB2018A00461-A00897,CR-022By20181015_20181021,OV-058By20181015_20181021,SP-005By20181015_20181021,PL-024By20181015_20181021,DR-001By20181015_20181021,EX-007By20181015_20181021,DM-005By20181015_20181021,PL-017By20181015_20181021,GP-005By20181022_20181028,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,48.0,0.0,48.0
WB2018A00461-A00897,CR-022By20181015_20181021,OV-058By20181015_20181021,SP-005By20181015_20181021,PL-024By20181015_20181021,DR-001By20181015_20181021,EX-007By20181015_20181021,DM-005By20181015_20181021,PL-017By20181015_20181021,GP-005By20181022_20181028,DR-001By20181022_20181028,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,48.0,0.0,48.0
WB2018A00461-A00897,CR-022By20181015_20181021,OV-058By20181015_20181021,SP-005By20181015_20181021,PL-024By20181015_20181021,DR-001By20181015_20181021,EX-007By20181015_20181021,DM-005By20181015_20181021,PL-017By20181015_20181021,GP-005By20181022_20181028,DR-001By20181022_20181028,EX-007By20181022_20181028,,,,,,,,,,,,,,,,,,,,,,,,,,,11,48.0,0.0,48.0
WB2018A00461-A00897,CR-022By20181015_20181021,OV-058By20181015_20181021,SP-005By20181015_20181021,PL-024By20181015_20181021,DR-001By20181015_20181021,EX-007By20181015_20181021,DM-005By20181015_20181021,PL-017By20181015_20181021,GP-005By20181022_20181028,DR-001By20181022_20181028,EX-007By20181022_20181028,DM-005By20181022_20181028,,,,,,,,,,,,,,,,,,,,,,,,,,12,48.0,0.0,48.0
WB2018A00461-A00897,CR-022By20181015_20181021,OV-058By20181015_20181021,SP-005By20181015_20181021,PL-024By20181015_20181021,DR-001By20181015_20181021,EX-007By20181015_20181021,DM-005By20181015_20181021,PL-017By20181015_20181021,GP-005By20181022_20181028,DR-001By20181022_20181028,EX-007By20181022_20181028,DM-005By20181022_20181028,ME-007By20181022_20181028,,,,,,,,,,,,,,,,,,,,,,,,,13,48.0,0.0,48.0
WB2018A00461-A00897,CR-022By20181015_20181021,OV-058By20181015_20181021,SP-005By20181015_20181021,PL-024By20181015_20181021,DR-001By20181015_20181021,EX-007By20181015_20181021,DM-005By20181015_20181021,PL-017By20181015_20181021,GP-005By20181022_20181028,DR-001By20181022_20181028,EX-007By20181022_20181028,DM-005By20181022_20181028,ME-007By20181022_20181028,PL-017By20181022_20181028,,,,,,,,,,,,,,,,,,,,,,,,14,48.0,0.0,48.0
WB2018A00461-A00897,CR-022By20181015_20181021,OV-058By20181015_20181021,SP-005By20181015_20181021,PL-024By20181015_20181021,DR-001By20181015_20181021,EX-007By20181015_20181021,DM-005By20181015_20181021,PL-017By20181015_20181021,GP-005By20181022_20181028,DR-001By20181022_20181028,EX-007By20181022_20181028,DM-005By20181022_20181028,ME-007By20181022_20181028,PL-017By20181022_20181028,GP-007By20181022_20181028,,,,,,,,,,,,,,,,,,,,,,,15,48.0,0.0,48.0
WB2018A00461-A00897,CR-022By20181015_20181021,OV-058By20181015_20181021,SP-005By20181015_20181021,PL-024By20181015_20181021,DR-001By20181015_20181021,EX-007By20181015_20181021,DM-005By20181015_20181021,PL-017By20181015_20181021,GP-005By20181022_20181028,DR-001By20181022_20181028,EX-007By20181022_20181028,DM-005By20181022_20181028,ME-007By20181022_20181028,PL-017By20181022_20181028,GP-007By20181022_20181028,ME-005By20181022_20181028,,,,,,,,,,,,,,,,,,,,,,16,48.0,0.0,48.0
WB2018A00461-A00897,CR-022By20181015_20181021,OV-058By20181015_20181021,SP-005By20181015_20181021,PL-024By20181015_20181021,DR-001By20181015_20181021,EX-007By20181015_20181021,DM-005By20181015_20181021,PL-017By20181015_20181021,GP-005By20181022_20181028,DR-001By20181022_20181028,EX-007By20181022_20181028,DM-005By20181022_20181028,ME-007By20181022_20181028,PL-017By20181022_20181028,GP-007By20181022_20181028,ME-005By20181022_20181028,GP-005By20181022_20181028,,,,,,,,,,,,,,,,,,,,,17,48.0,0.0,48.0
WB2018A00461-A00897,CR-022By20181015_20181021,OV-058By20181015_20181021,SP-005By20181015_20181021,PL-024By20181015_20181021,DR-001By20181015_20181021,EX-007By20181015_20181021,DM-005By20181015_20181021,PL-017By20181015_20181021,GP-005By20181022_20181028,DR-001By20181022_20181028,EX-007By20181022_20181028,DM-005By20181022_20181028,ME-007By20181022_20181028,PL-017By20181022_20181028,GP-007By20181022_20181028,ME-005By20181022_20181028,GP-005By20181022_20181028,ME-007By20181029_20181104,,,,,,,,,,,,,,,,,,,,18,48.0,0.0,48.0
WB2018A00461-A00897,CR-022By20181015_20181021,OV-058By20181015_20181021,SP-005By20181015_20181021,PL-024By20181015_20181021,DR-001By20181015_20181021,EX-007By20181015_20181021,DM-005By20181015_20181021,PL-017By20181015_20181021,GP-005By20181022_20181028,DR-001By20181022_20181028,EX-007By20181022_20181028,DM-005By20181022_20181028,ME-007By20181022_20181028,PL-017By20181022_20181028,GP-007By20181022_20181028,ME-005By20181022_20181028,GP-005By20181022_20181028,ME-007By20181029_20181104,PT-100By20181029_20181104,,,,,,,,,,,,,,,,,,,19,48.0,1.0,48.0
WB2018A00461-A00897,CR-022By20181015_20181021,OV-058By20181015_20181021,SP-005By20181015_20181021,PL-024By20181015_20181021,DR-001By20181015_20181021,EX-007By20181015_20181021,DM-005By20181015_20181021,PL-017By20181015_20181021,GP-005By20181022_20181028,DR-001By20181022_20181028,EX-007By20181022_20181028,DM-005By20181022_20181028,ME-007By20181022_20181028,PL-017By20181022_20181028,GP-007By20181022_20181028,ME-005By20181022_20181028,GP-005By20181022_20181028,ME-007By20181029_20181104,PT-100By20181029_20181104,OV-121By20181029_20181104,,,,,,,,,,,,,,,,,,20,47.0,0.0,48.0
WB2018A00461-A00897,CR-022By20181015_20181021,OV-058By20181015_20181021,SP-005By20181015_20181021,PL-024By20181015_20181021,DR-001By20181015_20181021,EX-007By20181015_20181021,DM-005By20181015_20181021,PL-017By20181015_20181021,GP-005By20181022_20181028,DR-001By20181022_20181028,EX-007By20181022_20181028,DM-005By20181022_20181028,ME-007By20181022_20181028,PL-017By20181022_20181028,GP-007By20181022_20181028,ME-005By20181022_20181028,GP-005By20181022_20181028,ME-007By20181029_20181104,PT-100By20181029_20181104,OV-121By20181029_20181104,EX-007By20181029_20181104,,,,,,,,,,,,,,,,,21,47.0,0.0,48.0
WB2018A00461-A00897,CR-022By20181015_20181021,OV-058By20181015_20181021,SP-005By20181015_20181021,PL-024By20181015_20181021,DR-001By20181015_20181021,EX-007By20181015_20181021,DM-005By20181015_20181021,PL-017By20181015_20181021,GP-005By20181022_20181028,DR-001By20181022_20181028,EX-007By20181022_20181028,DM-005By20181022_20181028,ME-007By20181022_20181028,PL-017By20181022_20181028,GP-007By20181022_20181028,ME-005By20181022_20181028,GP-005By20181022_20181028,ME-007By20181029_20181104,PT-100By20181029_20181104,OV-121By20181029_20181104,EX-007By20181029_20181104,DM-004By20181029_20181104,,,,,,,,,,,,,,,,22,47.0,0.0,48.0
WB2018A00461-A00897,CR-022By20181015_20181021,OV-058By20181015_20181021,SP-005By20181015_20181021,PL-024By20181015_20181021,DR-001By20181015_20181021,EX-007By20181015_20181021,DM-005By20181015_20181021,PL-017By20181015_20181021,GP-005By20181022_20181028,DR-001By20181022_20181028,EX-007By20181022_20181028,DM-005By20181022_20181028,ME-007By20181022_20181028,PL-017By20181022_20181028,GP-007By20181022_20181028,ME-005By20181022_20181028,GP-005By20181022_20181028,ME-007By20181029_20181104,PT-100By20181029_20181104,OV-121By20181029_20181104,EX-007By20181029_20181104,DM-004By20181029_20181104,OV-122By20181029_20181104,,,,,,,,,,,,,,,23,47.0,0.0,48.0
WB2018A00461-A00897,CR-022By20181015_20181021,OV-058By20181015_20181021,SP-005By20181015_20181021,PL-024By20181015_20181021,DR-001By20181015_20181021,EX-007By20181015_20181021,DM-005By20181015_20181021,PL-017By20181015_20181021,GP-005By20181022_20181028,DR-001By20181022_20181028,EX-007By20181022_20181028,DM-005By20181022_20181028,ME-007By20181022_20181028,PL-017By20181022_20181028,GP-007By20181022_20181028,ME-005By20181022_20181028,GP-005By20181022_20181028,ME-007By20181029_20181104,PT-100By20181029_20181104,OV-121By20181029_20181104,EX-007By20181029_20181104,DM-004By20181029_20181104,OV-122By20181029_20181104,SB-001By20181029_20181104,,,,,,,,,,,,,,24,47.0,0.0,48.0
WB2018A00461-A00897,CR-022By20181015_20181021,OV-058By20181015_20181021,SP-005By20181015_20181021,PL-024By20181015_20181021,DR-001By20181015_20181021,EX-007By20181015_20181021,DM-005By20181015_20181021,PL-017By20181015_20181021,GP-005By20181022_20181028,DR-001By20181022_20181028,EX-007By20181022_20181028,DM-005By20181022_20181028,ME-007By20181022_20181028,PL-017By20181022_20181028,GP-007By20181022_20181028,ME-005By20181022_20181028,GP-005By20181022_20181028,ME-007By20181029_20181104,PT-100By20181029_20181104,OV-121By20181029_20181104,EX-007By20181029_20181104,DM-004By20181029_20181104,OV-122By20181029_20181104,SB-001By20181029_20181104,PL-003By20181105_20181111,,,,,,,,,,,,,25,47.0,0.0,48.0
WB2018A00461-A00897,CR-022By20181015_20181021,OV-058By20181015_20181021,SP-005By20181015_20181021,PL-024By20181015_20181021,DR-001By20181015_20181021,EX-007By20181015_20181021,DM-005By20181015_20181021,PL-017By20181015_20181021,GP-005By20181022_20181028,DR-001By20181022_20181028,EX-007By20181022_20181028,DM-005By20181022_20181028,ME-007By20181022_20181028,PL-017By20181022_20181028,GP-007By20181022_20181028,ME-005By20181022_20181028,GP-005By20181022_20181028,ME-007By20181029_20181104,PT-100By20181029_20181104,OV-121By20181029_20181104,EX-007By20181029_20181104,DM-004By20181029_20181104,OV-122By20181029_20181104,SB-001By20181029_20181104,PL-003By20181105_20181111,LS-070By20181105_20181111,,,,,,,,,,,,26,47.0,0.5,48.0
WB2018A00461-A00897,CR-022By20181015_20181021,OV-058By20181015_20181021,SP-005By20181015_20181021,PL-024By20181015_20181021,DR-001By20181015_20181021,EX-007By20181015_20181021,DM-005By20181015_20181021,PL-017By20181015_20181021,GP-005By20181022_20181028,DR-001By20181022_20181028,EX-007By20181022_20181028,DM-005By20181022_20181028,ME-007By20181022_20181028,PL-017By20181022_20181028,GP-007By20181022_20181028,ME-005By20181022_20181028,GP-005By20181022_20181028,ME-007By20181029_20181104,PT-100By20181029_20181104,OV-121By20181029_20181104,EX-007By20181029_20181104,DM-004By20181029_20181104,OV-122By20181029_20181104,SB-001By20181029_20181104,PL-003By20181105_20181111,LS-070By20181105_20181111,FT-079By20181105_20181111,,,,,,,,,,,27,46.5,1.7083333333333333,48.0
WB2018A00461-A00897,CR-022By20181015_20181021,OV-058By20181015_20181021,SP-005By20181015_20181021,PL-024By20181015_20181021,DR-001By20181015_20181021,EX-007By20181015_20181021,DM-005By20181015_20181021,PL-017By20181015_20181021,GP-005By20181022_20181028,DR-001By20181022_20181028,EX-007By20181022_20181028,DM-005By20181022_20181028,ME-007By20181022_20181028,PL-017By20181022_20181028,GP-007By20181022_20181028,ME-005By20181022_20181028,GP-005By20181022_20181028,ME-007By20181029_20181104,PT-100By20181029_20181104,OV-121By20181029_20181104,EX-007By20181029_20181104,DM-004By20181029_20181104,OV-122By20181029_20181104,SB-001By20181029_20181104,PL-003By20181105_20181111,LS-070By20181105_20181111,FT-079By20181105_20181111,FW-001By20181105_20181111,,,,,,,,,,-1,44.791666666666664,3.5625,48.0
WB2018A00542-A00246,CR-022By20181022_20181028,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,96.0,0.0,96.0
WB2018A00542-A00246,CR-022By20181022_20181028,OV-058By20181022_20181028,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,96.0,0.0,96.0
WB2018A00542-A00246,CR-022By20181022_20181028,OV-058By20181022_20181028,SP-005By20181029_20181104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,96.0,0.0,96.0
WB2018A00542-A00246,CR-022By20181022_20181028,OV-058By20181022_20181028,SP-005By20181029_20181104,PL-024By20181029_20181104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,96.0,0.0,96.0
WB2018A00542-A00246,CR-022By20181022_20181028,OV-058By20181022_20181028,SP-005By20181029_20181104,PL-024By20181029_20181104,DR-004By20181029_20181104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,96.0,0.0,96.0
WB2018A00542-A00246,CR-022By20181022_20181028,OV-058By20181022_20181028,SP-005By20181029_20181104,PL-024By20181029_20181104,DR-004By20181029_20181104,EX-017By20181029_20181104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,96.0,0.0,96.0
WB2018A00542-A00246,CR-022By20181022_20181028,OV-058By20181022_20181028,SP-005By20181029_20181104,PL-024By20181029_20181104,DR-004By20181029_20181104,EX-017By20181029_20181104,DM-005By20181029_20181104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,96.0,0.0,96.0
