Lot,Process001_MachineNo,Process002_MachineNo,Process003_MachineNo,Process004_MachineNo,Process005_MachineNo,Process006_MachineNo,Process007_MachineNo,Process008_MachineNo,Process009_MachineNo,Process010_MachineNo,Process011_MachineNo,Process012_MachineNo,Process013_MachineNo,Process014_MachineNo,Process015_MachineNo,Process016_MachineNo,Process017_MachineNo,Process018_MachineNo,Process019_MachineNo,Process020_MachineNo,Process021_MachineNo,Process022_MachineNo,Process023_MachineNo,Process024_MachineNo,Process025_MachineNo,Process026_MachineNo,Process027_MachineNo,Process028_MachineNo,Process029_MachineNo,Process030_MachineNo,Process031_MachineNo,Process032_MachineNo,Process033_MachineNo,Process034_MachineNo,Process035_MachineNo,Process036_MachineNo,Process037_MachineNo,Final,CurrentTotalNum,BadNum,TotalNum
WB2018A00106-A00067,CR-046By20181001_20181007,OV-148By20181001_20181007,SP-007By20181001_20181007,PL-024By20181008_20181014,DR-005By20181008_20181014,EX-017By20181008_20181014,DM-006By20181008_20181014,PL-006By20181008_20181014,GP-005By20181008_20181014,PL-016By20181008_20181014,ME-005By20181008_20181014,CR-049By20181008_20181014,LS-052By20181008_20181014,CR-049By20181008_20181014,FT-066By20181008_20181014,SW-028By20181029_20181104,SW-029By20181029_20181104,SW-028By20181029_20181104,,,,,,,,,,,,,,,,,,,,-1,92.44168734491315,9.156327543424318,96.0
WB2018A00512-A00905,CR-046By20181022_20181028,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,48.0,0.0,48.0
WB2018A00512-A00905,CR-046By20181022_20181028,OV-148By20181022_20181028,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,48.0,0.0,48.0
WB2018A00512-A00905,CR-046By20181022_20181028,OV-148By20181022_20181028,SP-007By20181022_20181028,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,48.0,0.0,48.0
WB2018A00512-A00905,CR-046By20181022_20181028,OV-148By20181022_20181028,SP-007By20181022_20181028,PL-024By20181022_20181028,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,48.0,0.0,48.0
WB2018A00512-A00905,CR-046By20181022_20181028,OV-148By20181022_20181028,SP-007By20181022_20181028,PL-024By20181022_20181028,DR-001By20181022_20181028,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,48.0,0.0,48.0
WB2018A00512-A00905,CR-046By20181022_20181028,OV-148By20181022_20181028,SP-007By20181022_20181028,PL-024By20181022_20181028,DR-001By20181022_20181028,EX-002By20181022_20181028,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,48.0,0.0,48.0
WB2018A00512-A00905,CR-046By20181022_20181028,OV-148By20181022_20181028,SP-007By20181022_20181028,PL-024By20181022_20181028,DR-001By20181022_20181028,EX-002By20181022_20181028,DM-005By20181022_20181028,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,48.0,0.0,48.0
WB2018A00512-A00905,CR-046By20181022_20181028,OV-148By20181022_20181028,SP-007By20181022_20181028,PL-024By20181022_20181028,DR-001By20181022_20181028,EX-002By20181022_20181028,DM-005By20181022_20181028,PL-007By20181022_20181028,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,48.0,0.0,48.0
WB2018A00512-A00905,CR-046By20181022_20181028,OV-148By20181022_20181028,SP-007By20181022_20181028,PL-024By20181022_20181028,DR-001By20181022_20181028,EX-002By20181022_20181028,DM-005By20181022_20181028,PL-007By20181022_20181028,ME-005By20181022_20181028,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,48.0,1.0,48.0
WB2018A00512-A00905,CR-046By20181022_20181028,OV-148By20181022_20181028,SP-007By20181022_20181028,PL-024By20181022_20181028,DR-001By20181022_20181028,EX-002By20181022_20181028,DM-005By20181022_20181028,PL-007By20181022_20181028,ME-005By20181022_20181028,CR-046By20181022_20181028,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,47.0,0.0,48.0
WB2018A00512-A00905,CR-046By20181022_20181028,OV-148By20181022_20181028,SP-007By20181022_20181028,PL-024By20181022_20181028,DR-001By20181022_20181028,EX-002By20181022_20181028,DM-005By20181022_20181028,PL-007By20181022_20181028,ME-005By20181022_20181028,CR-046By20181022_20181028,OV-148By20181022_20181028,,,,,,,,,,,,,,,,,,,,,,,,,,,11,47.0,0.0,48.0
WB2018A00512-A00905,CR-046By20181022_20181028,OV-148By20181022_20181028,SP-007By20181022_20181028,PL-024By20181022_20181028,DR-001By20181022_20181028,EX-002By20181022_20181028,DM-005By20181022_20181028,PL-007By20181022_20181028,ME-005By20181022_20181028,CR-046By20181022_20181028,OV-148By20181022_20181028,SP-007By20181029_20181104,,,,,,,,,,,,,,,,,,,,,,,,,,12,47.0,0.0,48.0
WB2018A00512-A00905,CR-046By20181022_20181028,OV-148By20181022_20181028,SP-007By20181022_20181028,PL-024By20181022_20181028,DR-001By20181022_20181028,EX-002By20181022_20181028,DM-005By20181022_20181028,PL-007By20181022_20181028,ME-005By20181022_20181028,CR-046By20181022_20181028,OV-148By20181022_20181028,SP-007By20181029_20181104,PL-024By20181029_20181104,,,,,,,,,,,,,,,,,,,,,,,,,13,47.0,0.0,48.0
WB2018A00512-A00905,CR-046By20181022_20181028,OV-148By20181022_20181028,SP-007By20181022_20181028,PL-024By20181022_20181028,DR-001By20181022_20181028,EX-002By20181022_20181028,DM-005By20181022_20181028,PL-007By20181022_20181028,ME-005By20181022_20181028,CR-046By20181022_20181028,OV-148By20181022_20181028,SP-007By20181029_20181104,PL-024By20181029_20181104,DR-001By20181029_20181104,,,,,,,,,,,,,,,,,,,,,,,,14,47.0,0.0,48.0
WB2018A00512-A00905,CR-046By20181022_20181028,OV-148By20181022_20181028,SP-007By20181022_20181028,PL-024By20181022_20181028,DR-001By20181022_20181028,EX-002By20181022_20181028,DM-005By20181022_20181028,PL-007By20181022_20181028,ME-005By20181022_20181028,CR-046By20181022_20181028,OV-148By20181022_20181028,SP-007By20181029_20181104,PL-024By20181029_20181104,DR-001By20181029_20181104,EX-015By20181029_20181104,,,,,,,,,,,,,,,,,,,,,,,15,47.0,0.0,48.0
WB2018A00512-A00905,CR-046By20181022_20181028,OV-148By20181022_20181028,SP-007By20181022_20181028,PL-024By20181022_20181028,DR-001By20181022_20181028,EX-002By20181022_20181028,DM-005By20181022_20181028,PL-007By20181022_20181028,ME-005By20181022_20181028,CR-046By20181022_20181028,OV-148By20181022_20181028,SP-007By20181029_20181104,PL-024By20181029_20181104,DR-001By20181029_20181104,EX-015By20181029_20181104,DM-005By20181029_20181104,,,,,,,,,,,,,,,,,,,,,,16,47.0,0.0,48.0
WB2018A00512-A00905,CR-046By20181022_20181028,OV-148By20181022_20181028,SP-007By20181022_20181028,PL-024By20181022_20181028,DR-001By20181022_20181028,EX-002By20181022_20181028,DM-005By20181022_20181028,PL-007By20181022_20181028,ME-005By20181022_20181028,CR-046By20181022_20181028,OV-148By20181022_20181028,SP-007By20181029_20181104,PL-024By20181029_20181104,DR-001By20181029_20181104,EX-015By20181029_20181104,DM-005By20181029_20181104,PL-012By20181029_20181104,,,,,,,,,,,,,,,,,,,,,17,47.0,0.0,48.0
WB2018A00512-A00905,CR-046By20181022_20181028,OV-148By20181022_20181028,SP-007By20181022_20181028,PL-024By20181022_20181028,DR-001By20181022_20181028,EX-002By20181022_20181028,DM-005By20181022_20181028,PL-007By20181022_20181028,ME-005By20181022_20181028,CR-046By20181022_20181028,OV-148By20181022_20181028,SP-007By20181029_20181104,PL-024By20181029_20181104,DR-001By20181029_20181104,EX-015By20181029_20181104,DM-005By20181029_20181104,PL-012By20181029_20181104,DK-003By20181029_20181104,,,,,,,,,,,,,,,,,,,,18,47.0,0.0,48.0
WB2018A00512-A00905,CR-046By20181022_20181028,OV-148By20181022_20181028,SP-007By20181022_20181028,PL-024By20181022_20181028,DR-001By20181022_20181028,EX-002By20181022_20181028,DM-005By20181022_20181028,PL-007By20181022_20181028,ME-005By20181022_20181028,CR-046By20181022_20181028,OV-148By20181022_20181028,SP-007By20181029_20181104,PL-024By20181029_20181104,DR-001By20181029_20181104,EX-015By20181029_20181104,DM-005By20181029_20181104,PL-012By20181029_20181104,DK-003By20181029_20181104,ME-005By20181029_20181104,,,,,,,,,,,,,,,,,,,19,47.0,0.0,48.0
WB2018A00512-A00905,CR-046By20181022_20181028,OV-148By20181022_20181028,SP-007By20181022_20181028,PL-024By20181022_20181028,DR-001By20181022_20181028,EX-002By20181022_20181028,DM-005By20181022_20181028,PL-007By20181022_20181028,ME-005By20181022_20181028,CR-046By20181022_20181028,OV-148By20181022_20181028,SP-007By20181029_20181104,PL-024By20181029_20181104,DR-001By20181029_20181104,EX-015By20181029_20181104,DM-005By20181029_20181104,PL-012By20181029_20181104,DK-003By20181029_20181104,ME-005By20181029_20181104,GP-005By20181029_20181104,,,,,,,,,,,,,,,,,,20,47.0,0.0,48.0
WB2018A00512-A00905,CR-046By20181022_20181028,OV-148By20181022_20181028,SP-007By20181022_20181028,PL-024By20181022_20181028,DR-001By20181022_20181028,EX-002By20181022_20181028,DM-005By20181022_20181028,PL-007By20181022_20181028,ME-005By20181022_20181028,CR-046By20181022_20181028,OV-148By20181022_20181028,SP-007By20181029_20181104,PL-024By20181029_20181104,DR-001By20181029_20181104,EX-015By20181029_20181104,DM-005By20181029_20181104,PL-012By20181029_20181104,DK-003By20181029_20181104,ME-005By20181029_20181104,GP-005By20181029_20181104,PL-016By20181029_20181104,,,,,,,,,,,,,,,,,21,47.0,4.0,48.0
WB2018A00512-A00905,CR-046By20181022_20181028,OV-148By20181022_20181028,SP-007By20181022_20181028,PL-024By20181022_20181028,DR-001By20181022_20181028,EX-002By20181022_20181028,DM-005By20181022_20181028,PL-007By20181022_20181028,ME-005By20181022_20181028,CR-046By20181022_20181028,OV-148By20181022_20181028,SP-007By20181029_20181104,PL-024By20181029_20181104,DR-001By20181029_20181104,EX-015By20181029_20181104,DM-005By20181029_20181104,PL-012By20181029_20181104,DK-003By20181029_20181104,ME-005By20181029_20181104,GP-005By20181029_20181104,PL-016By20181029_20181104,LS-055By20181105_20181111,,,,,,,,,,,,,,,,22,43.0,0.0,48.0
WB2018A00512-A00905,CR-046By20181022_20181028,OV-148By20181022_20181028,SP-007By20181022_20181028,PL-024By20181022_20181028,DR-001By20181022_20181028,EX-002By20181022_20181028,DM-005By20181022_20181028,PL-007By20181022_20181028,ME-005By20181022_20181028,CR-046By20181022_20181028,OV-148By20181022_20181028,SP-007By20181029_20181104,PL-024By20181029_20181104,DR-001By20181029_20181104,EX-015By20181029_20181104,DM-005By20181029_20181104,PL-012By20181029_20181104,DK-003By20181029_20181104,ME-005By20181029_20181104,GP-005By20181029_20181104,PL-016By20181029_20181104,LS-055By20181105_20181111,TM-081By20181105_20181111,,,,,,,,,,,,,,,23,43.0,0.0,48.0
WB2018A00512-A00905,CR-046By20181022_20181028,OV-148By20181022_20181028,SP-007By20181022_20181028,PL-024By20181022_20181028,DR-001By20181022_20181028,EX-002By20181022_20181028,DM-005By20181022_20181028,PL-007By20181022_20181028,ME-005By20181022_20181028,CR-046By20181022_20181028,OV-148By20181022_20181028,SP-007By20181029_20181104,PL-024By20181029_20181104,DR-001By20181029_20181104,EX-015By20181029_20181104,DM-005By20181029_20181104,PL-012By20181029_20181104,DK-003By20181029_20181104,ME-005By20181029_20181104,GP-005By20181029_20181104,PL-016By20181029_20181104,LS-055By20181105_20181111,TM-081By20181105_20181111,CR-049By20181105_20181111,,,,,,,,,,,,,,24,43.0,0.0,48.0
WB2018A00512-A00905,CR-046By20181022_20181028,OV-148By20181022_20181028,SP-007By20181022_20181028,PL-024By20181022_20181028,DR-001By20181022_20181028,EX-002By20181022_20181028,DM-005By20181022_20181028,PL-007By20181022_20181028,ME-005By20181022_20181028,CR-046By20181022_20181028,OV-148By20181022_20181028,SP-007By20181029_20181104,PL-024By20181029_20181104,DR-001By20181029_20181104,EX-015By20181029_20181104,DM-005By20181029_20181104,PL-012By20181029_20181104,DK-003By20181029_20181104,ME-005By20181029_20181104,GP-005By20181029_20181104,PL-016By20181029_20181104,LS-055By20181105_20181111,TM-081By20181105_20181111,CR-049By20181105_20181111,SW-028By20181105_20181111,,,,,,,,,,,,,-1,43.0,0.0,48.0
WB2018A00532-B00846,CR-051By20181022_20181028,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,288.0,0.0,288.0
WB2018A00532-B00846,CR-051By20181022_20181028,SP-005By20181022_20181028,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,288.0,0.0,288.0
WB2018A00532-B00846,CR-051By20181022_20181028,SP-005By20181022_20181028,PL-024By20181022_20181028,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,288.0,0.0,288.0
WB2018A00532-B00846,CR-051By20181022_20181028,SP-005By20181022_20181028,PL-024By20181022_20181028,DR-005By20181022_20181028,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,288.0,0.0,288.0
WB2018A00532-B00846,CR-051By20181022_20181028,SP-005By20181022_20181028,PL-024By20181022_20181028,DR-005By20181022_20181028,EX-018By20181022_20181028,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,288.0,0.0,288.0
WB2018A00532-B00846,CR-051By20181022_20181028,SP-005By20181022_20181028,PL-024By20181022_20181028,DR-005By20181022_20181028,EX-018By20181022_20181028,DM-005By20181022_20181028,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,288.0,0.0,288.0
WB2018A00532-B00846,CR-051By20181022_20181028,SP-005By20181022_20181028,PL-024By20181022_20181028,DR-005By20181022_20181028,EX-018By20181022_20181028,DM-005By20181022_20181028,PL-006By20181029_20181104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,288.0,0.0,288.0
WB2018A00532-B00846,CR-051By20181022_20181028,SP-005By20181022_20181028,PL-024By20181022_20181028,DR-005By20181022_20181028,EX-018By20181022_20181028,DM-005By20181022_20181028,PL-006By20181029_20181104,DR-001By20181029_20181104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,288.0,0.0,288.0
WB2018A00532-B00846,CR-051By20181022_20181028,SP-005By20181022_20181028,PL-024By20181022_20181028,DR-005By20181022_20181028,EX-018By20181022_20181028,DM-005By20181022_20181028,PL-006By20181029_20181104,DR-001By20181029_20181104,EX-016By20181029_20181104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,288.0,0.0,288.0
WB2018A00532-B00846,CR-051By20181022_20181028,SP-005By20181022_20181028,PL-024By20181022_20181028,DR-005By20181022_20181028,EX-018By20181022_20181028,DM-005By20181022_20181028,PL-006By20181029_20181104,DR-001By20181029_20181104,EX-016By20181029_20181104,DM-005By20181029_20181104,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,288.0,0.0,288.0
WB2018A00532-B00846,CR-051By20181022_20181028,SP-005By20181022_20181028,PL-024By20181022_20181028,DR-005By20181022_20181028,EX-018By20181022_20181028,DM-005By20181022_20181028,PL-006By20181029_20181104,DR-001By20181029_20181104,EX-016By20181029_20181104,DM-005By20181029_20181104,GP-005By20181029_20181104,,,,,,,,,,,,,,,,,,,,,,,,,,,11,288.0,0.0,288.0
WB2018A00532-B00846,CR-051By20181022_20181028,SP-005By20181022_20181028,PL-024By20181022_20181028,DR-005By20181022_20181028,EX-018By20181022_20181028,DM-005By20181022_20181028,PL-006By20181029_20181104,DR-001By20181029_20181104,EX-016By20181029_20181104,DM-005By20181029_20181104,GP-005By20181029_20181104,PL-010By20181029_20181104,,,,,,,,,,,,,,,,,,,,,,,,,,12,288.0,0.0,288.0
WB2018A00532-B00846,CR-051By20181022_20181028,SP-005By20181022_20181028,PL-024By20181022_20181028,DR-005By20181022_20181028,EX-018By20181022_20181028,DM-005By20181022_20181028,PL-006By20181029_20181104,DR-001By20181029_20181104,EX-016By20181029_20181104,DM-005By20181029_20181104,GP-005By20181029_20181104,PL-010By20181029_20181104,ME-005By20181029_20181104,,,,,,,,,,,,,,,,,,,,,,,,,13,288.0,0.0,288.0
WB2018A00532-B00846,CR-051By20181022_20181028,SP-005By20181022_20181028,PL-024By20181022_20181028,DR-005By20181022_20181028,EX-018By20181022_20181028,DM-005By20181022_20181028,PL-006By20181029_20181104,DR-001By20181029_20181104,EX-016By20181029_20181104,DM-005By20181029_20181104,GP-005By20181029_20181104,PL-010By20181029_20181104,ME-005By20181029_20181104,DR-001By20181029_20181104,,,,,,,,,,,,,,,,,,,,,,,,14,288.0,0.0,288.0
WB2018A00532-B00846,CR-051By20181022_20181028,SP-005By20181022_20181028,PL-024By20181022_20181028,DR-005By20181022_20181028,EX-018By20181022_20181028,DM-005By20181022_20181028,PL-006By20181029_20181104,DR-001By20181029_20181104,EX-016By20181029_20181104,DM-005By20181029_20181104,GP-005By20181029_20181104,PL-010By20181029_20181104,ME-005By20181029_20181104,DR-001By20181029_20181104,GP-005By20181029_20181104,,,,,,,,,,,,,,,,,,,,,,,15,288.0,0.0,288.0
WB2018A00532-B00846,CR-051By20181022_20181028,SP-005By20181022_20181028,PL-024By20181022_20181028,DR-005By20181022_20181028,EX-018By20181022_20181028,DM-005By20181022_20181028,PL-006By20181029_20181104,DR-001By20181029_20181104,EX-016By20181029_20181104,DM-005By20181029_20181104,GP-005By20181029_20181104,PL-010By20181029_20181104,ME-005By20181029_20181104,DR-001By20181029_20181104,GP-005By20181029_20181104,PL-018By20181029_20181104,,,,,,,,,,,,,,,,,,,,,,16,288.0,0.0,288.0
WB2018A00532-B00846,CR-051By20181022_20181028,SP-005By20181022_20181028,PL-024By20181022_20181028,DR-005By20181022_20181028,EX-018By20181022_20181028,DM-005By20181022_20181028,PL-006By20181029_20181104,DR-001By20181029_20181104,EX-016By20181029_20181104,DM-005By20181029_20181104,GP-005By20181029_20181104,PL-010By20181029_20181104,ME-005By20181029_20181104,DR-001By20181029_20181104,GP-005By20181029_20181104,PL-018By20181029_20181104,CR-049By20181029_20181104,,,,,,,,,,,,,,,,,,,,,17,288.0,0.0,288.0
WB2018A00532-B00846,CR-051By20181022_20181028,SP-005By20181022_20181028,PL-024By20181022_20181028,DR-005By20181022_20181028,EX-018By20181022_20181028,DM-005By20181022_20181028,PL-006By20181029_20181104,DR-001By20181029_20181104,EX-016By20181029_20181104,DM-005By20181029_20181104,GP-005By20181029_20181104,PL-010By20181029_20181104,ME-005By20181029_20181104,DR-001By20181029_20181104,GP-005By20181029_20181104,PL-018By20181029_20181104,CR-049By20181029_20181104,SB-001By20181029_20181104,,,,,,,,,,,,,,,,,,,,18,288.0,1.0,288.0
WB2018A00532-B00846,CR-051By20181022_20181028,SP-005By20181022_20181028,PL-024By20181022_20181028,DR-005By20181022_20181028,EX-018By20181022_20181028,DM-005By20181022_20181028,PL-006By20181029_20181104,DR-001By20181029_20181104,EX-016By20181029_20181104,DM-005By20181029_20181104,GP-005By20181029_20181104,PL-010By20181029_20181104,ME-005By20181029_20181104,DR-001By20181029_20181104,GP-005By20181029_20181104,PL-018By20181029_20181104,CR-049By20181029_20181104,SB-001By20181029_20181104,RF-028By20181029_20181104,,,,,,,,,,,,,,,,,,,19,287.0,0.0,288.0
WB2018A00532-B00846,CR-051By20181022_20181028,SP-005By20181022_20181028,PL-024By20181022_20181028,DR-005By20181022_20181028,EX-018By20181022_20181028,DM-005By20181022_20181028,PL-006By20181029_20181104,DR-001By20181029_20181104,EX-016By20181029_20181104,DM-005By20181029_20181104,GP-005By20181029_20181104,PL-010By20181029_20181104,ME-005By20181029_20181104,DR-001By20181029_20181104,GP-005By20181029_20181104,PL-018By20181029_20181104,CR-049By20181029_20181104,SB-001By20181029_20181104,RF-028By20181029_20181104,LK-004By20181029_20181104,,,,,,,,,,,,,,,,,,20,287.0,0.0,288.0
WB2018A00532-B00846,CR-051By20181022_20181028,SP-005By20181022_20181028,PL-024By20181022_20181028,DR-005By20181022_20181028,EX-018By20181022_20181028,DM-005By20181022_20181028,PL-006By20181029_20181104,DR-001By20181029_20181104,EX-016By20181029_20181104,DM-005By20181029_20181104,GP-005By20181029_20181104,PL-010By20181029_20181104,ME-005By20181029_20181104,DR-001By20181029_20181104,GP-005By20181029_20181104,PL-018By20181029_20181104,CR-049By20181029_20181104,SB-001By20181029_20181104,RF-028By20181029_20181104,LK-004By20181029_20181104,LS-044By20181105_20181111,,,,,,,,,,,,,,,,,21,287.0,0.0,288.0
WB2018A00532-B00846,CR-051By20181022_20181028,SP-005By20181022_20181028,PL-024By20181022_20181028,DR-005By20181022_20181028,EX-018By20181022_20181028,DM-005By20181022_20181028,PL-006By20181029_20181104,DR-001By20181029_20181104,EX-016By20181029_20181104,DM-005By20181029_20181104,GP-005By20181029_20181104,PL-010By20181029_20181104,ME-005By20181029_20181104,DR-001By20181029_20181104,GP-005By20181029_20181104,PL-018By20181029_20181104,CR-049By20181029_20181104,SB-001By20181029_20181104,RF-028By20181029_20181104,LK-004By20181029_20181104,LS-044By20181105_20181111,LS-054By20181105_20181111,,,,,,,,,,,,,,,,22,287.0,0.0,288.0
WB2018A00532-B00846,CR-051By20181022_20181028,SP-005By20181022_20181028,PL-024By20181022_20181028,DR-005By20181022_20181028,EX-018By20181022_20181028,DM-005By20181022_20181028,PL-006By20181029_20181104,DR-001By20181029_20181104,EX-016By20181029_20181104,DM-005By20181029_20181104,GP-005By20181029_20181104,PL-010By20181029_20181104,ME-005By20181029_20181104,DR-001By20181029_20181104,GP-005By20181029_20181104,PL-018By20181029_20181104,CR-049By20181029_20181104,SB-001By20181029_20181104,RF-028By20181029_20181104,LK-004By20181029_20181104,LS-044By20181105_20181111,LS-054By20181105_20181111,IS-010By20181105_20181111,,,,,,,,,,,,,,,23,287.0,0.0,288.0
WB2018A00532-B00846,CR-051By20181022_20181028,SP-005By20181022_20181028,PL-024By20181022_20181028,DR-005By20181022_20181028,EX-018By20181022_20181028,DM-005By20181022_20181028,PL-006By20181029_20181104,DR-001By20181029_20181104,EX-016By20181029_20181104,DM-005By20181029_20181104,GP-005By20181029_20181104,PL-010By20181029_20181104,ME-005By20181029_20181104,DR-001By20181029_20181104,GP-005By20181029_20181104,PL-018By20181029_20181104,CR-049By20181029_20181104,SB-001By20181029_20181104,RF-028By20181029_20181104,LK-004By20181029_20181104,LS-044By20181105_20181111,LS-054By20181105_20181111,IS-010By20181105_20181111,IS-009By20181105_20181111,,,,,,,,,,,,,,24,287.0,0.0,288.0
WB2018A00532-B00846,CR-051By20181022_20181028,SP-005By20181022_20181028,PL-024By20181022_20181028,DR-005By20181022_20181028,EX-018By20181022_20181028,DM-005By20181022_20181028,PL-006By20181029_20181104,DR-001By20181029_20181104,EX-016By20181029_20181104,DM-005By20181029_20181104,GP-005By20181029_20181104,PL-010By20181029_20181104,ME-005By20181029_20181104,DR-001By20181029_20181104,GP-005By20181029_20181104,PL-018By20181029_20181104,CR-049By20181029_20181104,SB-001By20181029_20181104,RF-028By20181029_20181104,LK-004By20181029_20181104,LS-044By20181105_20181111,LS-054By20181105_20181111,IS-010By20181105_20181111,IS-009By20181105_20181111,IS-010By20181105_20181111,,,,,,,,,,,,,25,287.0,0.0,288.0
WB2018A00532-B00846,CR-051By20181022_20181028,SP-005By20181022_20181028,PL-024By20181022_20181028,DR-005By20181022_20181028,EX-018By20181022_20181028,DM-005By20181022_20181028,PL-006By20181029_20181104,DR-001By20181029_20181104,EX-016By20181029_20181104,DM-005By20181029_20181104,GP-005By20181029_20181104,PL-010By20181029_20181104,ME-005By20181029_20181104,DR-001By20181029_20181104,GP-005By20181029_20181104,PL-018By20181029_20181104,CR-049By20181029_20181104,SB-001By20181029_20181104,RF-028By20181029_20181104,LK-004By20181029_20181104,LS-044By20181105_20181111,LS-054By20181105_20181111,IS-010By20181105_20181111,IS-009By20181105_20181111,IS-010By20181105_20181111,FT-088By20181105_20181111,,,,,,,,,,,,26,287.0,0.05693950177935943,288.0
WB2018A00532-B00846,CR-051By20181022_20181028,SP-005By20181022_20181028,PL-024By20181022_20181028,DR-005By20181022_20181028,EX-018By20181022_20181028,DM-005By20181022_20181028,PL-006By20181029_20181104,DR-001By20181029_20181104,EX-016By20181029_20181104,DM-005By20181029_20181104,GP-005By20181029_20181104,PL-010By20181029_20181104,ME-005By20181029_20181104,DR-001By20181029_20181104,GP-005By20181029_20181104,PL-018By20181029_20181104,CR-049By20181029_20181104,SB-001By20181029_20181104,RF-028By20181029_20181104,LK-004By20181029_20181104,LS-044By20181105_20181111,LS-054By20181105_20181111,IS-010By20181105_20181111,IS-009By20181105_20181111,IS-010By20181105_20181111,FT-088By20181105_20181111,GA-596By20181105_20181111,,,,,,,,,,,27,286.94306049822063,1.0,288.0
WB2018A00532-B00846,CR-051By20181022_20181028,SP-005By20181022_20181028,PL-024By20181022_20181028,DR-005By20181022_20181028,EX-018By20181022_20181028,DM-005By20181022_20181028,PL-006By20181029_20181104,DR-001By20181029_20181104,EX-016By20181029_20181104,DM-005By20181029_20181104,GP-005By20181029_20181104,PL-010By20181029_20181104,ME-005By20181029_20181104,DR-001By20181029_20181104,GP-005By20181029_20181104,PL-018By20181029_20181104,CR-049By20181029_20181104,SB-001By20181029_20181104,RF-028By20181029_20181104,LK-004By20181029_20181104,LS-044By20181105_20181111,LS-054By20181105_20181111,IS-010By20181105_20181111,IS-009By20181105_20181111,IS-010By20181105_20181111,FT-088By20181105_20181111,GA-596By20181105_20181111,MS-031By20181105_20181111,,,,,,,,,,28,285.94306049822063,0.0,288.0
WB2018A00532-B00846,CR-051By20181022_20181028,SP-005By20181022_20181028,PL-024By20181022_20181028,DR-005By20181022_20181028,EX-018By20181022_20181028,DM-005By20181022_20181028,PL-006By20181029_20181104,DR-001By20181029_20181104,EX-016By20181029_20181104,DM-005By20181029_20181104,GP-005By20181029_20181104,PL-010By20181029_20181104,ME-005By20181029_20181104,DR-001By20181029_20181104,GP-005By20181029_20181104,PL-018By20181029_20181104,CR-049By20181029_20181104,SB-001By20181029_20181104,RF-028By20181029_20181104,LK-004By20181029_20181104,LS-044By20181105_20181111,LS-054By20181105_20181111,IS-010By20181105_20181111,IS-009By20181105_20181111,IS-010By20181105_20181111,FT-088By20181105_20181111,GA-596By20181105_20181111,MS-031By20181105_20181111,MS-032By20181105_20181111,,,,,,,,,29,285.94306049822063,10.686239620403322,288.0
WB2018A00532-B00846,CR-051By20181022_20181028,SP-005By20181022_20181028,PL-024By20181022_20181028,DR-005By20181022_20181028,EX-018By20181022_20181028,DM-005By20181022_20181028,PL-006By20181029_20181104,DR-001By20181029_20181104,EX-016By20181029_20181104,DM-005By20181029_20181104,GP-005By20181029_20181104,PL-010By20181029_20181104,ME-005By20181029_20181104,DR-001By20181029_20181104,GP-005By20181029_20181104,PL-018By20181029_20181104,CR-049By20181029_20181104,SB-001By20181029_20181104,RF-028By20181029_20181104,LK-004By20181029_20181104,LS-044By20181105_20181111,LS-054By20181105_20181111,IS-010By20181105_20181111,IS-009By20181105_20181111,IS-010By20181105_20181111,FT-088By20181105_20181111,GA-596By20181105_20181111,MS-031By20181105_20181111,MS-032By20181105_20181111,MK-010By20181105_20181111,,,,,,,,-1,275.25682087781735,6.467971530249111,288.0
WB2018A00458-C00034,DK-011By20181022_20181028,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,6.0,0.0,6.0
WB2018A00458-C00034,DK-011By20181022_20181028,PL-018By20181022_20181028,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,6.0,2.1875,6.0
WB2018A00658-A00976,PT-118By20181029_20181104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,120.0,0.0,120.0
WB2018A00658-A00976,PT-118By20181029_20181104,OV-141By20181029_20181104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,120.0,0.0,120.0
