YieldRate,BadPiece,Machine
0.999977,0.001,Process027_MachineNo:MS-041
0.999977,0.000,Process026_MachineNo:MS-041
0.999981,0.000,Process024_MachineNo:MK-016
0.999981,0.001,Process022_MachineNo:MK-016
0.999982,0.000,Process024_MachineNo:GA-574
0.999983,0.009,Process019_MachineNo:MK-022
0.999983,0.003,Process020_MachineNo:MK-022
0.999983,0.000,Process022_MachineNo:MK-022
0.999983,0.013,Process029_MachineNo:MK-022
0.999984,0.000,Process026_MachineNo:LS-067
0.999984,0.001,Process020_MachineNo:LS-067
0.999984,0.004,Process019_MachineNo:LS-067
0.999984,0.001,Process021_MachineNo:LS-067
0.999984,0.000,Process017_MachineNo:LS-067
0.999984,0.000,Process023_MachineNo:LS-067
0.999984,0.002,Process028_MachineNo:LS-067
0.999984,0.000,Process024_MachineNo:LS-067
0.999984,0.010,Process013_MachineNo:LS-067
0.999984,0.001,Process014_MachineNo:LS-067
0.999985,0.001,Process028_MachineNo:MK-027
0.999985,0.000,Process030_MachineNo:MK-027
0.999985,0.000,Process031_MachineNo:MK-027
0.999985,0.007,Process029_MachineNo:MK-027
0.999985,0.000,Process019_MachineNo:MK-027
0.999985,0.000,Process021_MachineNo:MK-027
0.999988,0.000,Process011_MachineNo:MK-011
0.999988,0.001,Process022_MachineNo:MK-011
0.999988,0.000,Process013_MachineNo:MK-011
0.999988,0.015,Process012_MachineNo:MK-011
0.999993,0.000,Process018_MachineNo:MS-034
0.999993,0.000,Process016_MachineNo:MS-034
0.999993,0.000,Process025_MachineNo:MS-034
0.999997,0.004,Process019_MachineNo:LS-064
0.999997,0.001,Process032_MachineNo:LS-064
0.999997,0.000,Process025_MachineNo:LS-064
0.999997,0.000,Process033_MachineNo:LS-064
0.999997,0.000,Process031_MachineNo:LS-064
0.999997,0.000,Process021_MachineNo:LS-064
0.999997,0.000,Process020_MachineNo:LS-064
0.999997,0.000,Process026_MachineNo:LS-064
0.999997,0.001,Process022_MachineNo:LS-064
0.999997,0.001,Process024_MachineNo:LS-064
0.999997,0.001,Process030_MachineNo:LS-064
0.999997,0.005,Process013_MachineNo:CR-025
0.999997,0.000,Process012_MachineNo:CR-025
0.999997,0.000,Process014_MachineNo:CR-025
0.999999,0.000,Process012_MachineNo:MK-018
0.999999,0.001,Process025_MachineNo:MK-018
0.999999,0.000,Process028_MachineNo:MK-018
0.999999,0.000,Process011_MachineNo:MK-018
0.999999,0.000,Process022_MachineNo:LS-058
0.999999,0.000,Process031_MachineNo:LS-058
0.999999,0.000,Process032_MachineNo:LS-058
0.999999,0.000,Process016_MachineNo:LS-058
0.999999,0.000,Process020_MachineNo:LS-058
0.999999,0.000,Process021_MachineNo:LS-058
1.000000,0.000,Process015_MachineNo:PK-011
1.000000,0.000,Process014_MachineNo:PK-011
1.000000,0.000,Process020_MachineNo:MK-024
1.000000,0.000,Process013_MachineNo:PK-011
